id,text,label,departure,destination
38,c'est quoi le sens de la vie ?,INVALID,,
39,cherche un billet entre marseille et paris,VALID,Marseille,Paris
40,reserve moi une place pour albert en provenance de toulouse,VALID,Toulouse,Albert
41,Cherche un train entre Marseille et Lille,VALID,Marseille,Lille
42,un ter au lyon depuis marseille,VALID,Marseille,Lyon
43,billet Lyno depuis Lille,VALID,Lille,Lyon
44,billet Paris depuis Toulouse,VALID,Toulouse,Paris
45,quels sont les un aller pour paris ?,VALID,,Paris
46,train Marseille Lyon,VALID,Marseille,Lyon
47,réserve moi une place pour paris en provenance de lille,VALID,Lille,Paris
48,Lille - Marseille,VALID,Lille,Marseille
49,"je dois aller à albert pour une réunion, je pars de lille",VALID,Lille,Albert
50,billet Marseille depuis Toulouse,VALID,Toulouse,Marseille
51,un billet jusqu'à Alebrt partant de Paris,VALID,Paris,Albert
52,donne-moi un tgv entre marseille et albert,VALID,Marseille,Albert
53,Existe-t-il un TGV pour Bordeaux ?,VALID,,Bordeaux
54,train paris marseille,VALID,Paris,Marseille
55,un ter pour lyon venant de lille,VALID,Lille,Lyon
56,je voudrais une pizza,INVALID,,
57,J'aimerais un voyage venant de Lille a destination de Lyon,VALID,Lille,Lyon
58,je voudrais un trajet du côté de marseille vers albert,VALID,Marseille,Albert
59,Lille - Toulouse,VALID,Lille,Toulouse
60,je m'appelle marseille,INVALID,,
61,je voudraisu ne pizza,INVALID,,
62,reserve moi une place pour lyon en provenance de paris,VALID,Paris,Lyon
63,existe-t-il un ter à destination de lyon ?,VALID,,Lyon
64,une place a Marseille du cote de Bordeaux,VALID,Bordeaux,Marseille
65,albret - toulouse,VALID,Albert,Toulouse
66,réserve moi une place pour bordeaux en provenance de toulouse,VALID,Toulouse,Bordeaux
67,Raconte moi une blague,INVALID,,
68,Il habite à Albert,INVALID,,
69,billet lille depuis bordeaux,VALID,Bordeaux,Lille
70,train marseille touluose,VALID,Marseille,Toulouse
71,train Marseille Lille,VALID,Marseille,Lille
72,existe-t-il un ter au lyon ?,VALID,,Lyon
73,train Lille Bordeaux,VALID,Lille,Bordeaux
74,"je dois aller à albert pour une réunion, je pars de marseille",VALID,Marseille,Albert
75,train Albert Paris,VALID,Albert,Paris
76,quel temps fait-il a lille ?,INVALID,,
77,A quelle heure part un billet pour Bordeaux ?,VALID,,Bordeaux
78,Y a-t-il un aller à Toulouse ?,VALID,,Toulouse
79,paris - albert,VALID,Paris,Albert
80,Recherche une place venant de Albert au Paris,VALID,Albert,Paris
81,train lille lyon,VALID,Lille,Lyon
82,billet Albert depuis Marseille,VALID,Marseille,Albert
83,go pour un billet entre bordeaux et albert,VALID,Bordeaux,Albert
84,quel temps fait-il à lyon ?,INVALID,,
85,"je dois aller a paris pour une reunion, je pars de lyon",VALID,Lyon,Paris
86,Je voudrais un TGV de Paris jusqu'a Albert,VALID,Paris,Albert
87,je voudrais un aller venant de toulouse jusqu'à paris,VALID,Toulouse,Paris
88,train Marseille Bordeaux,VALID,Marseille,Bordeaux
89,C'est quoi le sens de la vie ?,INVALID,,
90,réserve moi une place pour lyon en provenance de lille,VALID,Lille,Lyon
91,cherche un ter entre marseille et lyon,VALID,Marseille,Lyon
92,"je dois aller à toulouse pour une réunion, je pars de paris",VALID,Paris,Toulouse
93,raconte moi une blague,INVALID,,
94,Je voudrais une pizza,INVALID,,
95,"je dois aller a lille pour une reunion, je pars de paris",VALID,Paris,Lille
96,Je veux un voyage venant de Paris vers Bordeaux,VALID,Paris,Bordeaux
97,"je dois aller à toulouse pour une réunion, je pars de bordeaux",VALID,Bordeaux,Toulouse
98,un train vers toulouse en partant de albert,VALID,Albert,Toulouse
99,"je dois aller a bordeaux pour une reunion, je pars de albert",VALID,Albert,Bordeaux
100,Reserve moi une place pour Bordeaux en provenance de Paris,VALID,Paris,Bordeaux
101,Réserve moi une place pour Marseille en provenance de Albert,VALID,Albert,Marseille
102,A quelle heure part un voyage vers Paris ?,VALID,,Paris
103,C'est quoi le sens de la vie ?,INVALID,,
104,billet Paris depuis Lille,VALID,Lille,Paris
105,Il habite a Toulouse,INVALID,,
106,billet marseille depuis bordeaux,VALID,Bordeaux,Marseille
107,un trajet au Lille partant de Bordeaux,VALID,Bordeaux,Lille
108,quels sont les un ter à destination de albert ?,VALID,,Albert
109,Est-ce qu'il y a un train à destination de Marseille ?,VALID,,Marseille
110,je voudrais une pizza,INVALID,,
111,ibllet Toulouse depuis Lille,VALID,Lille,Toulouse
112,je cherche mon ami suzanne,INVALID,,
113,affiche un tgv entre bordeaux et marseille,VALID,Bordeaux,Marseille
114,C'est quoi le sens de la vie ?,INVALID,,
115,train toulouse paris,VALID,Toulouse,Paris
116,Go pour un TER entre Marseille et Lyon,VALID,Marseille,Lyon
117,résevre moi une place pour lyon en provenance de albert,VALID,Albert,Lyon
118,train paris lille,VALID,Paris,Lille
119,billet Paris depuis Toulouse,VALID,Toulouse,Paris
120,un voyage a destination de albert du cote de lille,VALID,Lille,Albert
121,une place versA lbert du côté de Bordeaux,VALID,Bordeaux,Albert
122,je veux un trajet partant de marseille en direction de toulouse,VALID,Marseille,Toulouse
123,Raconte moi une blague,INVALID,,
124,Y a-ti-l un TER pour Marseille ?,VALID,,Marseille
125,Go pour un trajet entre Lyon et Lille,VALID,Lyon,Lille
126,quel temps fait-il à paris ?,INVALID,,
127,Réserve moi une place pour Marseille en provenance de Albert,VALID,Albert,Marseille
128,trouve-moi une liaison entre marseille et paris,VALID,Marseille,Paris
129,reserve moi une place pour toulouse en provenance de marseille,VALID,Marseille,Toulouse
130,train Albert Toulouse,VALID,Albert,Toulouse
131,Est-ce qu'il y a un TGV jusqu'a Bordaeux ?,VALID,,Bordeaux
132,Pourriez-vous me trouver un aller-simple venant de Albert au Bordeaux,VALID,Albert,Bordeaux
133,billet albert depuis bordeaux,VALID,Bordeaux,Albert
134,train Lyon Lille,VALID,Lyon,Lille
135,"Je dois laler à Albert pour une réunion, je pars de Paris",VALID,Paris,Albert
136,"bonjour dorothée, comment ça va ?",INVALID,,
137,billet Lille depuis Toulouse,VALID,Toulouse,Lille
138,train Lyon Marseille,VALID,Lyon,Marseille
139,Reserve moi une place pour Albert en provenance de Lyon,VALID,Lyon,Albert
140,train paris bordeaux,VALID,Paris,Bordeaux
141,un aller-simple à destination de toulouse en partant de bordeaux,VALID,Bordeaux,Toulouse
142,Réserve moi une place pour Bordeaux en provenance de Lyon,VALID,Lyon,Bordeaux
143,Je voudrais un TGV au départ de Toulouse en direction de Lille,VALID,Toulouse,Lille
144,J'ai besoin de une liaison partant de Paris jusqu'à Bordeaux,VALID,Paris,Bordeaux
145,"je dois aller à lille pour une réunion, je pars de toulouse",VALID,Toulouse,Lille
146,train Albert Toulouse,VALID,Albert,Toulouse
147,une liaison pour paris au départ ed lille,VALID,Lille,Paris
148,un trajet a destination de bordeaux partant de albert,VALID,Albert,Bordeaux
149,"Je dois aller a Marseille pour une reunion, je pars de Lyon",VALID,Lyon,Marseille
150,"bonjour lucie, comment ça va ?",INVALID,,
151,Je m'appelle Albert,INVALID,,
152,il habite a paris,INVALID,,
153,Paris -M arseille,VALID,Paris,Marseille
154,Existe-t-il un aller-simple au Toulouse ?,VALID,,Toulouse
155,"Je dois aller a Lille pour une reunion, je pars de Albert",VALID,Albert,Lille
156,quel temps fait-il à marseille ?,INVALID,,
157,billet Bordeaux depuis Lyon,VALID,Lyon,Bordeaux
158,est-ce qu'il y a un train pour paris ?,VALID,,Paris
159,un train à bordeaux au départ de toulouse,VALID,Toulouse,Bordeaux
160,je m'applele albert,INVALID,,
161,"Bonjour Inès, comment ça va ?",INVALID,,
162,billet Albert depuis Bordeaux,VALID,Bordeaux,Albert
163,Toulouse - Paris,VALID,Toulouse,Paris
164,Quel temps fait-il à Paris ?,INVALID,,
165,Réserve moi une place pour Lyon en provenance de Lille,VALID,Lille,Lyon
166,toulouse - albert,VALID,Toulouse,Albert
167,existe-t-il un aller-simple jusqu'à albert ?,VALID,,Albert
168,Y a-t-il un TER pour Marseille ?,VALID,,Marseille
169,go puor un tgv entre albert et marseille,VALID,Albert,Marseille
170,il habite à albert,INVALID,,
171,y a-t-il un voyage vers bordeaux ?,VALID,,Bordeaux
172,je cherche mon ami joseph,INVALID,,
173,Je m'appelle Bordeaux,INVALID,,
174,la ville de lyon est belle,INVALID,,
175,il habite a bordeaux,INVALID,,
176,Réserve moi une place pour Lyon en provenance de Toulouse,VALID,Toulouse,Lyon
177,réserve moi uen place pour bordeaux en provenance de lyon,VALID,Lyon,Bordeaux
178,réserve moi une place pour lyon en provenance de albert,VALID,Albert,Lyon
179,Je m'appelle Bordeaux,INVALID,,
180,Je cherche mon ami Victoire,INVALID,,
181,je souhaite un ter au départ de bordeaux pour toulouse,VALID,Bordeaux,Toulouse
182,Réserve moi une place pour Lyon en provenacne de Albert,VALID,Albert,Lyon
183,"bonjour marianne, comment ça va ?",INVALID,,
184,un billet pour Lyon venant de Bordeaux,VALID,Bordeaux,Lyon
185,un aller en direction de Toulouse au depart de Bordeaux,VALID,Bordeaux,Toulouse
186,réserve moi une place pour lille en provenance de paris,VALID,Paris,Lille
187,réserve moi une place pour paris en provenance de bordeaux,VALID,Bordeaux,Paris
188,Quels sont les un TGV à Marseille ?,VALID,,Marseille
189,je m'appelle bordeaux,INVALID,,
190,Je m'appelle Albert,INVALID,,
191,réserve moi une place pour bordeaux en provenance de lille,VALID,Lille,Bordeaux
192,train Bordeaux Lyon,VALID,Bordeaux,Lyon
193,réserve moi une place pour bordeaux en provenance de marseille,VALID,Marseille,Bordeaux
194,"Bonjour Ines, comment ca va ?",INVALID,,
195,billet toulouse depuis bordeaux,VALID,Bordeaux,Toulouse
196,C'est quoi le sens de la vie ?,INVALID,,
197,existe-t-il un ter au paris ?,VALID,,Paris
198,A quelle heure part un TGV à destination de Albert ?,VALID,,Albert
199,Réserve moi une place pour Toulouse en provenance de Marseille,VALID,Marseille,Toulouse
200,j'ai besoin de un ter de bordeaux en direction de lille,VALID,Bordeaux,Lille
201,"Bonjour Vincent, comment ca va ?",INVALID,,
202,affiche un trajet entre lille et marseille,VALID,Lille,Marseille
203,y a-t-il une liaison en direction de toulouse ?,VALID,,Toulouse
204,"Je dois aller à Albert pour une réunion, je pars de Lyon",VALID,Lyon,Albert
205,je cherche mon ami claire,INVALID,,
206,Pourriez-vous me trouver un TER depuis Paris en direction de Lille,VALID,Paris,Lille
207,billet toulouse depuis lyon,VALID,Lyon,Toulouse
208,Lille - Lyon,VALID,Lille,Lyon
209,billet lyon depuis lille,VALID,Lille,Lyon
210,trouve-moi un aller-simple entre lyon et marseille,VALID,Lyon,Marseille
211,"Je dois aller à Marseille pour une réunion, je pars de Paris",VALID,Paris,Marseille
212,Je vodurais une pizza,INVALID,,
213,donne-moi un trajet entre bordeaux et lille,VALID,Bordeaux,Lille
214,réserve moi une place pour paris en provenance de toulouse,VALID,Toulouse,Paris
215,train Toulouse Albert,VALID,Toulouse,Albert
216,Réserve moi une place pour Toulouse en provenance de Paris,VALID,Paris,Toulouse
217,c'set quoi le sens de la vie ?,INVALID,,
218,Y a-t-il une liaison en direction de Bordeaux ?,VALID,,Bordeaux
219,j'aimerais une liaiso npartant de marseille vers albert,VALID,Marseille,Albert
220,Recherche un trajet depuis Albert au Toulouse,VALID,Albert,Toulouse
221,A quelle heure part une place en direction de Lille ?,VALID,,Lille
222,Je voudrais une pizza,INVALID,,
223,quel temps fait-il a lyon ?,INVALID,,
224,"Bonjour Jules, comment ça va ?",INVALID,,
225,billet bordeaux depuis lille,VALID,Lille,Bordeaux
226,Je voudrais une pizza,INVALID,,
227,albert - toulouse,VALID,Albert,Toulouse
228,Marseille - Lyon,VALID,Marseille,Lyon
229,Go pour une place entre Albert et Bordeaux,VALID,Albert,Bordeaux
230,"je dois aller à paris pour une réunion, je pars de lyon",VALID,Lyon,Paris
231,un billet à bordeaux du côté de paris,VALID,Paris,Bordeaux
232,train Lille Bordeaux,VALID,Lille,Bordeaux
233,un aller-simple au lille depuis albert,VALID,Albert,Lille
234,Sors-moi une place entre Marseille et Toulouse,VALID,Marseille,Toulouse
235,c'est quoi le sens de la vie ?,INVALID,,
236,Quels sont les un TER à destination de Bordeaux ?,VALID,,Bordeaux
237,billet Paris depuis Marseille,VALID,Marseille,Paris
238,Go pour une place entre Toulouse et Lyon,VALID,Toulouse,Lyon
239,raconte moi une blague,INVALID,,
240,toulouse - paris,VALID,Toulouse,Paris
241,quel temps fait-il a albert ?,INVALID,,
242,quel temps fait-il à paris ?,INVALID,,
243,réserve moi une place pour paris en provenance de albert,VALID,Albert,Paris
244,A quelle heure par tun trajet jusqu'à Marseille ?,VALID,,Marseille
245,train Marseille Lyon,VALID,Marseille,Lyon
246,J'ai beosin de une place du côté de Bordeaux à Paris,VALID,Bordeaux,Paris
247,trouve-moi un voyage entre lyon et marseille,VALID,Lyon,Marseille
248,reserve moi une place pour bordeaux en provenance de albert,VALID,Albert,Bordeaux
249,train Toulouse Lille,VALID,Toulouse,Lille
250,réserve moi une place pour lille en provenance de bordeaux,VALID,Bordeaux,Lille
251,train paris marseille,VALID,Paris,Marseille
252,billet Lille depuis Marseille,VALID,Marseille,Lille
253,a quelle heure part un train a destination de albert ?,VALID,,Albert
254,"Bonjour Marguerite, comment ça va ?",INVALID,,
255,une liaison jusqu'à toulouse du côté de paris,VALID,Paris,Toulouse
256,Réserve moi une place pour Albert en provenance de Marseille,VALID,Marseille,Albert
257,"Je dois aller à Paris pour une réunion, je pars de Toulouse",VALID,Toulouse,Paris
258,Lille - Lyon,VALID,Lille,Lyon
259,A quelle heure part un voyage au Albert ?,VALID,,Albert
260,Lyon - Bordeaux,VALID,Lyon,Bordeaux
261,Donne-moiu n trajet entre Lyon et Paris,VALID,Lyon,Paris
262,train albert lyon,VALID,Albert,Lyon
263,je voudrais une pizza,INVALID,,
264,train Albert Marseille,VALID,Albert,Marseille
265,sors-moi un billet entre bordeaux et lyon,VALID,Bordeaux,Lyon
266,je cherche un trajet au départ de marseille au bordeaux,VALID,Marseille,Bordeaux
267,j'ai besoin de un voyage au depart de albert au marseille,VALID,Albert,Marseille
268,Cherche un TGV entre Lille et Albert,VALID,Lille,Albert
269,réserve moi une place pour paris en provenance de lille,VALID,Lille,Paris
270,Réserve moi une place pour Paris en provenance de Bordeaux,VALID,Bordeaux,Paris
271,je cherche une place venant de bordeaux pour paris,VALID,Bordeaux,Paris
272,Marseille - Lille,VALID,Marseille,Lille
273,train Marseille Toulouse,VALID,Marseille,Toulouse
274,y a-t-il un train vers albert ?,VALID,,Albert
275,Cherche un billet entre Bordeaux et Toulouse,VALID,Bordeaux,Toulouse
276,billet lille depuis paris,VALID,Paris,Lille
277,billet Albert depuis Lyon,VALID,Lyon,Albert
278,train Paris Toulouse,VALID,Paris,Toulouse
279,réserve moi une place pour albert en provenance de toulouse,VALID,Toulouse,Albert
280,Cherche un TGV entre Lyon et Albert,VALID,Lyon,Albert
281,go pour une place entre albert et lille,VALID,Albert,Lille
282,"je dois aller a paris pour une reunion, je pars de lille",VALID,Lille,Paris
283,l aville de marseille est belle,INVALID,,
284,Quel tmeps fait-il à Marseille ?,INVALID,,
285,je cherche mon ami olivie,INVALID,,
286,reserve moi une place pour paris en provenance de marseille,VALID,Marseille,Paris
287,Reserve moiu ne place pour Albert en provenance de Paris,VALID,Paris,Albert
288,existe-t-il un billet pour albert ?,VALID,,Albert
289,je voudrais une pizza,INVALID,,
290,Donne-moi un TGV entre Lille et Lyon,VALID,Lille,Lyon
291,'Cest quoi le sens de la vie ?,INVALID,,
292,reserve moi une place pour paris en provenance de bordeaux,VALID,Bordeaux,Paris
293,Je m'appell eBordeaux,INVALID,,
294,Raconte moi une blague,INVALID,,
295,un voyage vers Marseille au depart de Toulouse,VALID,Toulouse,Marseille
296,Je voudrais une pizza,INVALID,,
297,quels sont les un billet vers marseille ?,VALID,,Marseille
298,je voudrais une pizza,INVALID,,
299,Est-ce qu'il y a un TGV a destination de Lyon ?,VALID,,Lyon
300,Est-ce qu'il y a un aller jusqu'à Bordeaux ?,VALID,,Bordeaux
301,je cherche mon ami antoine,INVALID,,
302,Je m'appelle Paris,INVALID,,
303,Albert - Toulouse,VALID,Albert,Toulouse
304,Sors-moi une liaison entre Albert et Toulouse,VALID,Albert,Toulouse
305,Paris - Lille,VALID,Paris,Lille
306,billet Paris depuis Albert,VALID,Albert,Paris
307,train Albert Toulouse,VALID,Albert,Toulouse
308,C'est quoi le sens de lav ie ?,INVALID,,
309,train lyon bordeaux,VALID,Lyon,Bordeaux
310,"Je dois aller a Lille pour une reunion, je pars de Bordeaux",VALID,Bordeaux,Lille
311,train albert paris,VALID,Albert,Paris
312,Y a-t-il un trajet vers Albert ?,VALID,,Albert
313,a quelle heure part un train pour albert ?,VALID,,Albert
314,Existe-t-il un train au Albert ?,VALID,,Albert
315,une liaison pour paris venant de marseille,VALID,Marseille,Paris
316,un train pour Paris venant de Bordeaux,VALID,Bordeaux,Paris
317,Je souhaite un train au départ de Lyon pour Marseille,VALID,Lyon,Marseille
318,Trouve-moi une place entre lAbert et Toulouse,VALID,Albert,Toulouse
319,"bonjour brigitte, comment ca va ?",INVALID,,
320,albert - bordeaux,VALID,Albert,Bordeaux
321,Je m'appelle Toulouse,INVALID,,
322,Quels sont les une liaison au Albert ?,VALID,,Albert
323,une place pour Paris depuis Bordeaxu,VALID,Bordeaux,Paris
324,je cherche mon ami michel,INVALID,,
325,Réserve moi une place pour Lyon en provenance de Paris,VALID,Paris,Lyon
326,"Je dois aller à Bordeaux pour une réunion, je pars de Paris",VALID,Paris,Bordeaux
327,billet lille depuis paris,VALID,Paris,Lille
328,Je souhaite un billet de Lyon vers Paris,VALID,Lyon,Paris
329,train Marseille Albert,VALID,Marseille,Albert
330,un voyage jusuq'à lyon du côté de toulouse,VALID,Toulouse,Lyon
331,est-ce qu'il y a un aller-simple à destination de marseille ?,VALID,,Marseille
332,"Bonjuor Franck, comment ca va ?",INVALID,,
333,toulouse - lyon,VALID,Toulouse,Lyon
334,"Je dois aller à Toulouse pour une réunion, je pars de Bordeaux",VALID,Bordeaux,Toulouse
335,une place à destination de Lille partant de Marseille,VALID,Marseille,Lille
336,billet Albert depuis Bordeaux,VALID,Bordeaux,Albert
337,Réserve moi une place pour Lille en provenance de Albert,VALID,Albert,Lille
338,un trajet jusqu'a bordeaux du cote de toulouse,VALID,Toulouse,Bordeaux
339,train albert paris,VALID,Albert,Paris
340,Réserve moi une place pour Lyon en provenance de Toulouse,VALID,Toulouse,Lyon
341,train lille albert,VALID,Lille,Albert
342,Affiche un TGV entre Marseille et Paris,VALID,Marseille,Paris
343,Lyon - Toulouse,VALID,Lyon,Toulouse
344,un train jusqu'a lille en partant de bordeaux,VALID,Bordeaux,Lille
345,Sors-moi un voyage entre Bordeaux et Albert,VALID,Bordeaux,Albert
346,donne-moi une place entre bordeaux et lille,VALID,Bordeaux,Lille
347,"Je dois aller à Paris pour une réunion, je pars de Toulouse",VALID,Toulouse,Paris
348,"Je dois aller à Toulouse pour une réunion, je pars de Lille",VALID,Lille,Toulouse
349,réserve moi une place pour lyon en provenance de lille,VALID,Lille,Lyon
350,est-ce qu'il y a un ter pour lyon ?,VALID,,Lyon
351,la ville de albert est belle,INVALID,,
352,il me faut une liaison au départ de lille en direction de marseille,VALID,Lille,Marseille
353,je cherche mon ami astrid,INVALID,,
354,"je dois aller à albert pour une réunion, je pars de paris",VALID,Paris,Albert
355,lyon - bordeaux,VALID,Lyon,Bordeaux
356,train pairs bordeaux,VALID,Paris,Bordeaux
357,la ville de bordeaux est belle,INVALID,,
358,quels sont les un billet pour paris ?,VALID,,Paris
359,train Paris Marseille,VALID,Paris,Marseille
360,Albert - Paris,VALID,Albert,Paris
361,un voyage vers Toulouse venant de Lille,VALID,Lille,Toulouse
362,"Bonjour Noémi, comment ça va ?",INVALID,,
363,J'aimerais un billet de Marseille en direction de Bordeaux,VALID,Marseille,Bordeaux
364,billet lyon depuis toulouse,VALID,Toulouse,Lyon
365,Albert - Lyon,VALID,Albert,Lyon
366,billet paris depuis marseille,VALID,Marseille,Paris
367,je voudrais une pizza,INVALID,,
368,Albert - Lille,VALID,Albert,Lille
369,train toulouse paris,VALID,Toulouse,Paris
370,Lille - Marseille,VALID,Lille,Marseille
371,Existe-t-il un trajet à destination de Paris ?,VALID,,Paris
372,billet albert depuis marseille,VALID,Marseille,Albert
373,billet Paris depuis Lyon,VALID,Lyon,Paris
374,billet toulouse depuis marseille,VALID,Marseille,Toulouse
375,trouve-moi une liaison entre albert et lyon,VALID,Albert,Lyon
376,y a-t-il une liaison au lyon ?,VALID,,Lyon
377,Je ma'ppelle Albert,INVALID,,
378,billet lille depuis paris,VALID,Paris,Lille
379,y a-t-il un ter au bordeaux ?,VALID,,Bordeaux
380,Pourriez-vous me trouver un TER depuis Lyon à destination de Toulouse,VALID,Lyon,Toulouse
381,je cherche une liaison depuis marseille a destination de lille,VALID,Marseille,Lille
382,Il habite a Albert,INVALID,,
383,train parist oulouse,VALID,Paris,Toulouse
384,"je dois aller à lyon pour une réunion, je pars de bordeaux",VALID,Bordeaux,Lyon
385,quels sont les un billet pour lyon ?,VALID,,Lyon
386,Lille - Albert,VALID,Lille,Albert
387,réserve moi une place pour toulouse en provenance de marseille,VALID,Marseille,Toulouse
388,Go pour un trajet entre Albert et Paris,VALID,Albert,Paris
389,toulouse - bordeaux,VALID,Toulouse,Bordeaux
390,billet albert depuis lyno,VALID,Lyon,Albert
391,je cherche mon ami bernard,INVALID,,
392,une liaison pour paris du cote de marseille,VALID,Marseille,Paris
393,Réserve moi une place pour Toulouse en provenance de Paris,VALID,Paris,Toulouse
394,train Toulouse Bordeaux,VALID,Toulouse,Bordeaux
395,train Toulouse Marseille,VALID,Toulouse,Marseille
396,Lille - Lyon,VALID,Lille,Lyon
397,réserve moi une place pour lille en provenance de toulouse,VALID,Toulouse,Lille
398,billet Albert depuis Lyon,VALID,Lyon,Albert
399,Je cherche mon ami Laurnet,INVALID,,
400,Réserve moi une place pour Toulouse en provenance de Lyon,VALID,Lyon,Toulouse
401,Reserve moi une place pour Paris en provenance de Lyon,VALID,Lyon,Paris
402,pourriez-vous me trouver un voyage en partant de toulouse jusqu'à albert,VALID,Toulouse,Albert
403,marseille - brodeaux,VALID,Marseille,Bordeaux
404,réserve moi une place pour lille en provenance de marseille,VALID,Marseille,Lille
405,"Je dois aller a Lille pour une reunion, je pars de Toulouse",VALID,Toulouse,Lille
406,réserve moi une place pour toulouse en provenance de lyon,VALID,Lyon,Toulouse
407,Donne-moi un aller-simple entre Albert et Paris,VALID,Albert,Paris
408,je voudrais une pizza,INVALID,,
409,train Albert Lyon,VALID,Albert,Lyon
410,a quelle heure part un tgv en direction de paris ?,VALID,,Paris
411,Recherche un trajet au départ de Bordeaux à destination de Marseille,VALID,Bordeaux,Marseille
412,Je veux un train partant de Toulouse a Marseille,VALID,Toulouse,Marseille
413,je souhaite un ter de bordeaux au toulouse,VALID,Bordeaux,Toulouse
414,je voudrais un voyage en partant de lille pour lyon,VALID,Lille,Lyon
415,Albert - Toulouse,VALID,Albert,Toulouse
416,La ville de Albert est belle,INVALID,,
417,toulouse - lyon,VALID,Toulouse,Lyon
418,Affiche un aller-simple entre Albert et Lyon,VALID,Albert,Lyon
419,Il habite a Paris,INVALID,,
420,réserve moi une place pour lyon en provenance de toulouse,VALID,Toulouse,Lyon
421,train Toulouse Lille,VALID,Toulouse,Lille
422,La ville de Bordeaux est belle,INVALID,,
423,"Bonjour Laurent, comment ça va ?",INVALID,,
424,"Je dois aller à Lyon pour une réunion, je pars de Albert",VALID,Albert,Lyon
425,Bordeaux - Toulouse,VALID,Bordeaux,Toulouse
426,Quel temps fait-il à Toulouse ?,INVALID,,
427,Je m'appelle Lyon,INVALID,,
428,"Je dois aller à Paris pour une réunion, je pars de Toulouse",VALID,Toulouse,Paris
429,reserve moi une place pour bordeaux en provenance de marseille,VALID,Marseille,Bordeaux
430,Réserve moi une place pour Lyon en provenance de Paris,VALID,Paris,Lyon
431,Réserve moi une place pour Bordeaux en provenance de Lille,VALID,Lille,Bordeaux
432,J'aimerais un train du côté de Paris pour Albert,VALID,Paris,Albert
433,billet marseille depuis albert,VALID,Albert,Marseille
434,réserve moi une place pour paris en provenance de marseille,VALID,Marseille,Paris
435,Lille - Toulouse,VALID,Lille,Toulouse
436,Je m'appelle Bordeaux,INVALID,,
437,"Je dois aller à Lille pour une réunion, je pars de Lyon",VALID,Lyon,Lille
438,"Bonjour Diane, comment ça va ?",INVALID,,
439,Raconte moi une blague,INVALID,,
440,billet lille depuis bordeaux,VALID,Bordeaux,Lille
441,Existe-t-il un billet en direction de Bordeaux ?,VALID,,Bordeaux
442,recherche un voyage partant de toulouse au bordeaux,VALID,Toulouse,Bordeaux
443,un aller-simple vers Bodreaux du côté de Lille,VALID,Lille,Bordeaux
444,"Je dois aller à Lyon pour une réunion, je pars de Marseille",VALID,Marseille,Lyon
445,Quels sont les un voyage vers Marseille ?,VALID,,Marseille
446,réserve moi une place pour marseille en provenance de bordeaux,VALID,Bordeaux,Marseille
447,"je dois aller a lyon pour une reunion, je pars de paris",VALID,Paris,Lyon
448,billet Marseille depuis Paris,VALID,Paris,Marseille
449,un voyage a paris du cote de lyon,VALID,Lyon,Paris
450,train bordeaux toulouse,VALID,Bordeaux,Toulouse
451,quel temps fait-il à lyon ?,INVALID,,
452,Cherche une place entre Bordeaux et Toulouse,VALID,Bordeaux,Toulouse
