sentence_id,sentence,intent,language,departure,destination,intermediate
BASE082231,Ma grand-mere vit a Bordeaux,NOT_TRIP,FRENCH,,,
BASE053453,Vers Chirac,TRIP,FRENCH,,Chirac,
BASE060570,Je veux passer par La Croix de Méan pour aller de Beau Marais a Castelnaudary,TRIP,FRENCH,Beau Marais,Castelnaudary,La Croix de Méan
BASE055976,"Je pars de Étang-sur-Arroux, je passe par Stains La Cerisaie T11 et j'arrive a Avignon TGV",TRIP,FRENCH,Étang-sur-Arroux,Avignon TGV,Stains La Cerisaie T11
BASE075749,C'etait bien mon week-end,NOT_TRIP,FRENCH,,,
BASE099213,zzzzz,UNKNOWN,UNKNOWN,,,
BASE024594,De Laon jusqu'a Besançon Mouillère,TRIP,FRENCH,Laon,Besançon Mouillère,
BASE068851,A ticket from Loriol-sur-Drôme to Leval,TRIP,ENGLISH,Loriol-sur-Drôme,Leval,
BASE095139,Comment valider mon billet,NOT_TRIP,FRENCH,,,
BASE026973,J'ai besoin d'aller de Saint-Ouen a Aubigny-au-Bac,TRIP,FRENCH,Saint-Ouen,Aubigny-au-Bac,
BASE034903,Allez on y va de Charmes a Hellemmes,TRIP,FRENCH,Charmes,Hellemmes,
BASE074979,T'as vu le match hier,NOT_TRIP,FRENCH,,,
BASE035998,C'est bon Villeneuve-sur-Yonne a Rosny-sur-Seine,TRIP,FRENCH,Villeneuve-sur-Yonne,Rosny-sur-Seine,
BASE056031,Demain de Saint-Cyprien a Roanne via Le Vieux Briollay,TRIP,FRENCH,Saint-Cyprien,Roanne,Le Vieux Briollay
BASE066103,Un train de...,TRIP,FRENCH,,,
BASE081229,Albert est mon cousin,NOT_TRIP,FRENCH,,,
BASE070551,Can I get a train from La Barre Ormesson to Monéteau - Gurgy via Valence d'Agen,TRIP,ENGLISH,La Barre Ormesson,Monéteau - Gurgy,Valence d'Agen
BASE095491,Dijon c'est la moutarde,NOT_TRIP,FRENCH,,,
BASE041316,Direct Montbazon Auneau,TRIP,FRENCH,Montbazon,Auneau,
BASE038297,Emmene moi a Saint-Léger-sur-Dheune,TRIP,FRENCH,,Saint-Léger-sur-Dheune,
BASE010775,Euh bon Lépin-le-Lac - La Bauche a Mayet,TRIP,FRENCH,Lépin-le-Lac - La Bauche,Mayet,
BASE089247,Merci d'avoir regarde cette video,NOT_TRIP,FRENCH,,,
BASE097101,What time is it,NOT_TRIP,ENGLISH,,,
BASE069696,How do I get from Rosny-sous-Bois to Castelsarrasin,TRIP,ENGLISH,Rosny-sous-Bois,Castelsarrasin,
BASE096185,Je prefere le train,NOT_TRIP,FRENCH,,,
BASE076610,Strasbourg et l'Alsace,NOT_TRIP,FRENCH,,,
BASE083353,C'est scandaleux,NOT_TRIP,FRENCH,,,
BASE047333,Lundi de Nançois - Tronville a Lus-la-Croix-Haute,TRIP,FRENCH,Nançois - Tronville,Lus-la-Croix-Haute,
BASE057826,Je voudrais euh de Chanac a Jonchery-sur-Vesle via Châbons,TRIP,FRENCH,Chanac,Jonchery-sur-Vesle,Châbons
BASE016570,Je veux rejoindre Olonne-sur-Mer,TRIP,FRENCH,,Olonne-sur-Mer,
BASE013300,Ben je veux aller de Morez a Narbonne,TRIP,FRENCH,Morez,Narbonne,
BASE023305,Bon alors de Saintes a Port Boulet,TRIP,FRENCH,Saintes,Port Boulet,
BASE010422,Duree du trajet Rosa Parks a Steenwerck,TRIP,FRENCH,Rosa Parks,Steenwerck,
BASE064839,Y a-t-il un train de Brignac a Lorient Bretagne Sud via Lons-le-Saunier,TRIP,FRENCH,Brignac,Lorient Bretagne Sud,Lons-le-Saunier
BASE095622,C'est scandaleux,NOT_TRIP,FRENCH,,,
BASE021494,Putain faut y aller de La Ville-Dieu-du-Temple a Émerainville - Pontault-Combault,TRIP,FRENCH,La Ville-Dieu-du-Temple,Émerainville - Pontault-Combault,
BASE063555,Train de Roeschwoog a Saint-Junien passant par Chemillé-en-Anjou,TRIP,FRENCH,Roeschwoog,Saint-Junien,Chemillé-en-Anjou
BASE034311,Je voudrais aller de Vaires - Torcy a Longueville-sur-Scie,TRIP,FRENCH,Vaires - Torcy,Longueville-sur-Scie,
BASE085879,Je n'aime pas voyager,NOT_TRIP,FRENCH,,,
BASE067863,I'm going from Marmagne to Magnette,TRIP,ENGLISH,Marmagne,Magnette,
BASE061907,En gros Loivre a Meudon via Cassis,TRIP,FRENCH,Loivre,Meudon,Cassis
BASE060256,Urgent de Ingwiller a Les Noues via La Suze-sur-Sarthe,TRIP,FRENCH,Ingwiller,Les Noues,La Suze-sur-Sarthe
BASE055191,Vers Avesnelles,TRIP,FRENCH,,Avesnelles,
BASE096461,Tu fais quoi,NOT_TRIP,FRENCH,,,
BASE049287,Vers Lisle-sur-Tarn,TRIP,FRENCH,,Lisle-sur-Tarn,
BASE095481,Merci d'avoir regarde cette video,NOT_TRIP,FRENCH,,,
BASE029936,On va de Limoux a Aurec-sur-Loire,TRIP,FRENCH,Limoux,Aurec-sur-Loire,
BASE031673,Je voudrais euh enfin de Orchies a Nuits sous Ravières,TRIP,FRENCH,Orchies,Nuits sous Ravières,
BASE048417,Donc euh de Menton a Pagny-sur-Moselle,TRIP,FRENCH,Menton,Pagny-sur-Moselle,
BASE071580,Voy de L'Ariane La Trinité a Monsempron-Libos,TRIP,SPANISH,L'Ariane La Trinité,Monsempron-Libos,
BASE003366,Mariage a Saint-Armel je pars de Les Pélerins,TRIP,FRENCH,Les Pélerins,Saint-Armel,
BASE031108,Je voudrais euh enfin de Besançon Viotte a La Wantzenau,TRIP,FRENCH,Besançon Viotte,La Wantzenau,
BASE044461,Bon alors de Épluches a Véretz - Montlouis,TRIP,FRENCH,Épluches,Véretz - Montlouis,
BASE078703,Pouvez-vous m'aider,NOT_TRIP,FRENCH,,,
BASE039399,Je voyage de Flers a Serqueux,TRIP,FRENCH,Flers,Serqueux,
BASE010647,Donc voila euh de Cessieu a Bischoffsheim,TRIP,FRENCH,Cessieu,Bischoffsheim,
BASE054110,Parc des Expositions - Bougival,TRIP,FRENCH,Parc des Expositions,Bougival,
BASE054163,La Verrière,TRIP,FRENCH,,La Verrière,
BASE046908,Je peux avoir un billet de Bayon a Pornic,TRIP,FRENCH,Bayon,Pornic,
BASE056166,S'il vous plait de Matzenheim a Mullerhof via Belfort - Montbéliard TGV,TRIP,FRENCH,Matzenheim,Mullerhof,Belfort - Montbéliard TGV
BASE019861,Faut y aller de Puyoô a Saint-Mathurin-sur-Loire,TRIP,FRENCH,Puyoô,Saint-Mathurin-sur-Loire,
BASE070770,Train from Caudrot to Pertuis via Poitiers,TRIP,ENGLISH,Caudrot,Pertuis,Poitiers
BASE065382,De Fleurieux-sur-l'Arbresle a Naintré en passant par Questembert,TRIP,FRENCH,Fleurieux-sur-l'Arbresle,Naintré,Questembert
BASE047251,Je dois me rendre de Sannois a Ailly-sur-Somme,TRIP,FRENCH,Sannois,Ailly-sur-Somme,
BASE050502,Direct Saint-Sulpice - Izon,TRIP,FRENCH,,Saint-Sulpice - Izon,
BASE088140,Les trains sont souvent en retard,NOT_TRIP,FRENCH,,,
BASE077510,Je vous en prie,NOT_TRIP,FRENCH,,,
BASE098298,Hello,NOT_TRIP,ENGLISH,,,
BASE001504,Putain faut y aller de La Basse Indre - Saint-Herblain a Saint-Julien - Clénay,TRIP,FRENCH,La Basse Indre - Saint-Herblain,Saint-Julien - Clénay,
BASE005253,Maintenant de Saint-Rambert-en-Bugey a Conlie,TRIP,FRENCH,Saint-Rambert-en-Bugey,Conlie,
BASE004237,Ben euh Saint-Florentin - Vergigny vers Dombasle-sur-Meurthe,TRIP,FRENCH,Saint-Florentin - Vergigny,Dombasle-sur-Meurthe,
BASE043186,Merci de me trouver un trajet de Mantes-la-Jolie a Valleiry,TRIP,FRENCH,Mantes-la-Jolie,Valleiry,
BASE041703,Y'a moyen d'aller de Égly a Ménil Flin,TRIP,FRENCH,Égly,Ménil Flin,
BASE056741,De Sorgues - Châteauneuf-du-Pape vers Le Creusot avec correspondance a Maule,TRIP,FRENCH,Sorgues - Châteauneuf-du-Pape,Le Creusot,Maule
BASE028251,Un train pour Corbeil-Essonnes,TRIP,FRENCH,,Corbeil-Essonnes,
BASE071625,Me gustaria ir de Pont-de-l'Arche a Bitschwiller-lès-Thann,TRIP,SPANISH,Pont-de-l'Arche,Bitschwiller-lès-Thann,
BASE080058,La mer a Nice est belle,NOT_TRIP,FRENCH,,,
BASE022294,Euh attendez Les Ramassiers a Nurieux-Volognat,TRIP,FRENCH,Les Ramassiers,Nurieux-Volognat,
BASE080488,Mon frere travaille a Toulouse,NOT_TRIP,FRENCH,,,
BASE006097,Bah de Verneuil-l'Étang a Plestan,TRIP,FRENCH,Verneuil-l'Étang,Plestan,
BASE047883,Je voudrais reserver de La Crèche a Campagne,TRIP,FRENCH,La Crèche,Campagne,
BASE093226,Mon train est supprime,NOT_TRIP,FRENCH,,,
BASE096747,Excuse me,NOT_TRIP,ENGLISH,,,
BASE004253,Je souhaite aller de Saint-Médard-sur-Ille a Belvezet,TRIP,FRENCH,Saint-Médard-sur-Ille,Belvezet,
BASE076500,Ma grand-mere vit a Bordeaux,NOT_TRIP,FRENCH,,,
BASE003068,La je voudrais partir de Corgoloin pour Saint-Quentin-Fallavier,TRIP,FRENCH,Corgoloin,Saint-Quentin-Fallavier,
BASE099115,Vers Ma...,UNKNOWN,UNKNOWN,,,
BASE007447,Par ou passer de Neufchâteau a Laigneville,TRIP,FRENCH,Neufchâteau,Laigneville,
BASE077027,Ou manger dans la gare,NOT_TRIP,FRENCH,,,
BASE072134,Eine Fahrkarte von Gerzat nach Val d'Argenteuil,TRIP,GERMAN,Gerzat,Val d'Argenteuil,
BASE084198,Bonne journee,NOT_TRIP,FRENCH,,,
BASE077483,Nice de te rencontrer,NOT_TRIP,FRENCH,,,
BASE053753,Courcy - Brimont vers Saint-Thégonnec,TRIP,FRENCH,Courcy - Brimont,Saint-Thégonnec,
BASE037166,J'aimerais un billet de Oermingen a Clerval,TRIP,FRENCH,Oermingen,Clerval,
BASE013722,Prendre le train de Trégonneau - Squiffiec a Vonnas,TRIP,FRENCH,Trégonneau - Squiffiec,Vonnas,
BASE032569,Le prochain train pour Neuville-sur-Sarthe,TRIP,FRENCH,,Neuville-sur-Sarthe,
BASE047896,Alors alors Rivarennes a Boulouris sur Mer,TRIP,FRENCH,Rivarennes,Boulouris sur Mer,
BASE025440,La semaine prochaine de Anvin a Presles Courcelles,TRIP,FRENCH,Anvin,Presles Courcelles,
BASE025300,Combien de temps de Thann a Luc-la-Primaube,TRIP,FRENCH,Thann,Luc-la-Primaube,
BASE063405,Genre Chaville - Vélizy Le Val d'Or Saint-Brice-sur-Vienne,TRIP,FRENCH,Chaville - Vélizy,Saint-Brice-sur-Vienne,Le Val d'Or
BASE035588,Lundi de Cordes - Vindrac a Vivonne,TRIP,FRENCH,Cordes - Vindrac,Vivonne,
BASE059798,En gros Chirac a Artix via Villabé,TRIP,FRENCH,Chirac,Artix,Villabé
BASE090719,Pourquoi c'est si cher,NOT_TRIP,FRENCH,,,
BASE021005,Je voudrais aller a Mazingarbe,TRIP,FRENCH,,Mazingarbe,
BASE007970,Vite fait Beaumont-le-Roger Montbard,TRIP,FRENCH,Beaumont-le-Roger,Montbard,
BASE041827,Peu importe je veux aller a Lothiers,TRIP,FRENCH,,Lothiers,
BASE009175,Mariage a Trilport je pars de Sainte-Eulalie - Carbon-Blanc,TRIP,FRENCH,Sainte-Eulalie - Carbon-Blanc,Trilport,
BASE015393,Je veux euh aller de Monte-Carlo Country Club a Ussel,TRIP,FRENCH,Monte-Carlo Country Club,Ussel,
BASE038863,Excusez-moi de La Ferté-Bernard a Dole,TRIP,FRENCH,La Ferté-Bernard,Dole,
BASE003609,Je voudrais aller de Drusenheim a Rumilly,TRIP,FRENCH,Drusenheim,Rumilly,
BASE082326,T'as vu le match hier,NOT_TRIP,FRENCH,,,
BASE008561,Euh attendez Prissé-la-Charrière a Hoenheim Tram,TRIP,FRENCH,Prissé-la-Charrière,Hoenheim Tram,
BASE049105,C'est possible Laval Poliénas,TRIP,FRENCH,Laval,Poliénas,
BASE039151,Le prochain train pour Pontoise,TRIP,FRENCH,,Pontoise,
BASE084875,C'est trop cher,NOT_TRIP,FRENCH,,,
BASE024658,Ca coute combien Rosheim Mohon,TRIP,FRENCH,Rosheim,Mohon,
BASE073552,Un ticket from Les Quatre Roues to Aubin,TRIP,UNKNOWN,Les Quatre Roues,Aubin,
BASE043562,Je pars de Auboué et je vais a Sarreguemines,TRIP,FRENCH,Auboué,Sarreguemines,
BASE079948,Je m'appelle Paris,NOT_TRIP,FRENCH,,,
BASE012006,Ch'veux aller de Azay-le-Rideau a La Hume,TRIP,FRENCH,Azay-le-Rideau,La Hume,
BASE015467,Du coup je vais de Gien a Montbazon,TRIP,FRENCH,Gien,Montbazon,
BASE047870,Je vous remercie de Vougeot - Gilly-lès-Cîteaux a Arras,TRIP,FRENCH,Vougeot - Gilly-lès-Cîteaux,Arras,
BASE005751,J'aimerais bien aller de Nort-sur-Erdre a Lyon Saint-Paul,TRIP,FRENCH,Nort-sur-Erdre,Lyon Saint-Paul,
BASE065592,Ben Gaillon - Aubevoye puis Les Houches puis Chapeauroux,TRIP,FRENCH,Gaillon - Aubevoye,Chapeauroux,Les Houches
BASE086391,Troyes est un prenom original,NOT_TRIP,FRENCH,,,
BASE029540,On va de Pont-Saint-Vincent a Houdemont,TRIP,FRENCH,Pont-Saint-Vincent,Houdemont,
BASE012011,J'ai une reunion a Manosque - Gréoux-les-Bains depuis Saint-Vit,TRIP,FRENCH,Saint-Vit,Manosque - Gréoux-les-Bains,
BASE000714,Bref Saint-Quentin a Menton,TRIP,FRENCH,Saint-Quentin,Menton,
BASE094504,C'est trop cher,NOT_TRIP,FRENCH,,,
BASE006055,Enterrement a Luzy depuis Conlie,TRIP,FRENCH,Conlie,Luzy,
BASE094481,Je suis perdu,NOT_TRIP,FRENCH,,,
BASE016245,Prendre le train de Drusenheim a Beaucaire,TRIP,FRENCH,Drusenheim,Beaucaire,
BASE015120,Un un train de Civrieux-d'Azergues a Lyon Jean Macé,TRIP,FRENCH,Civrieux-d'Azergues,Lyon Jean Macé,
BASE037429,C'est euh de Brumath a Ostricourt,TRIP,FRENCH,Brumath,Ostricourt,
BASE069255,Route from Le Mée-sur-Seine to Bonneval,TRIP,ENGLISH,Le Mée-sur-Seine,Bonneval,
BASE086581,Je voudrais,NOT_TRIP,FRENCH,,,
BASE088397,Aucune idee,NOT_TRIP,FRENCH,,,
BASE001069,Faudrait que je parte de Le Bourget T11 pour Laboissière - Le Déluge,TRIP,FRENCH,Le Bourget T11,Laboissière - Le Déluge,
BASE006891,Donc euh de Argenton-sur-Creuse a Epfig,TRIP,FRENCH,Argenton-sur-Creuse,Epfig,
BASE064792,Je voudrais aller de Geispolsheim a Montroc le Planet en passant par Villeherviers,TRIP,FRENCH,Geispolsheim,Montroc le Planet,Villeherviers
BASE061862,Vignory puis La Brillanne - Oraison puis Fors,TRIP,FRENCH,Vignory,Fors,La Brillanne - Oraison
BASE003729,Je file a Morbier,TRIP,FRENCH,,Morbier,
BASE062093,De Les Moussoux a Bonnières-sur-Seine en passant par La Possonnière,TRIP,FRENCH,Les Moussoux,Bonnières-sur-Seine,La Possonnière
BASE026482,Donc donc Maurs vers Pauillac,TRIP,FRENCH,Maurs,Pauillac,
BASE055873,Direct Goncelin,TRIP,FRENCH,,Goncelin,
BASE069577,Train from Massy - Palaiseau to Varennes-sur-Fouzon,TRIP,ENGLISH,Massy - Palaiseau,Varennes-sur-Fouzon,
BASE087212,Je ne comprends pas,NOT_TRIP,FRENCH,,,
BASE079449,La SNCF c'est pas mal,NOT_TRIP,FRENCH,,,
BASE050575,Saint-Médard-de-Guizières - Messac - Guipry,TRIP,FRENCH,Saint-Médard-de-Guizières,Messac - Guipry,
BASE082060,Mon ami Lyon va bien,NOT_TRIP,FRENCH,,,
BASE005338,Formation a Tronsanges de Isles - Armentières - Congis,TRIP,FRENCH,Isles - Armentières - Congis,Tronsanges,
BASE081760,Comment tu t'appelles,NOT_TRIP,FRENCH,,,
BASE046382,Ce soir Woippy a Bretigny - Norges,TRIP,FRENCH,Woippy,Bretigny - Norges,
BASE066207,Billet pour...,TRIP,FRENCH,,,
BASE067788,Mareil-sur-Mauldre to Igney please,TRIP,ENGLISH,Mareil-sur-Mauldre,Igney,
BASE099436,mmmmm,UNKNOWN,UNKNOWN,,,
BASE072634,Treno da Langon a Port-Saint-Père - Saint-Mars,TRIP,ITALIAN,Langon,Port-Saint-Père - Saint-Mars,
BASE063550,Je voudrais euh de Cahors a Chevrières via Sainte-Anne,TRIP,FRENCH,Cahors,Chevrières,Sainte-Anne
BASE057640,Euh de Pierrefitte - Stains T11 a Montlouis-sur-Loire en passant par Sannois,TRIP,FRENCH,Pierrefitte - Stains T11,Montlouis-sur-Loire,Sannois
BASE022089,Yo Chenevières Saint-Hilaire-sur-Helpe,TRIP,FRENCH,Chenevières,Saint-Hilaire-sur-Helpe,
BASE056072,Trajet Les Sables-d'Olonne Agay La Souterraine,TRIP,FRENCH,Les Sables-d'Olonne,La Souterraine,Agay
BASE058624,En gros Houlgate a La Basse Indre - Saint-Herblain via Oullins,TRIP,FRENCH,Houlgate,La Basse Indre - Saint-Herblain,Oullins
BASE018622,En gros Haluchère Batignolles a Tain-l'Hermitage - Tournon,TRIP,FRENCH,Haluchère Batignolles,Tain-l'Hermitage - Tournon,
BASE047865,J'veux y aller de Assier a Le Coudray-Montceaux,TRIP,FRENCH,Assier,Le Coudray-Montceaux,
BASE052021,Vers Saint-Clair - Les Roches,TRIP,FRENCH,,Saint-Clair - Les Roches,
BASE020532,Donc voila euh de Écommoy a Sillé-le-Guillaume,TRIP,FRENCH,Écommoy,Sillé-le-Guillaume,
BASE029259,Tiens Grasse vers Sainte-Colombe,TRIP,FRENCH,Grasse,Sainte-Colombe,
BASE075194,Quoi de neuf,NOT_TRIP,FRENCH,,,
BASE034834,Du coup je vais de Gramat a Gujan-Mestras,TRIP,FRENCH,Gramat,Gujan-Mestras,
BASE082390,Tu es une IA,NOT_TRIP,FRENCH,,,
BASE064697,Bonjour je voudrais aller de Saint-Étienne-de-Montluc a Bellevue en passant par Glos-Montfort,TRIP,FRENCH,Saint-Étienne-de-Montluc,Bellevue,Glos-Montfort
BASE029510,Je voyage de Arnage a Mauzé-sur-le-Mignon,TRIP,FRENCH,Arnage,Mauzé-sur-le-Mignon,
BASE093126,Tu es un robot,NOT_TRIP,FRENCH,,,
BASE035522,Le prix pour Chamonix-Mont-Blanc Commentry,TRIP,FRENCH,Chamonix-Mont-Blanc,Commentry,
BASE036208,Le meilleur trajet de Chessy a Saint-Martory,TRIP,FRENCH,Chessy,Saint-Martory,
BASE090628,Parle plus fort,NOT_TRIP,FRENCH,,,
BASE050249,Courcy - Brimont - Sévérac,TRIP,FRENCH,Courcy - Brimont,Sévérac,
BASE015585,Aujourd'hui Wacquemoulin vers Voreppe,TRIP,FRENCH,Wacquemoulin,Voreppe,
BASE063850,Je voudrais aller de Tacoignières - Richebourg a Sains-du-Nord en passant par Pontanevaux,TRIP,FRENCH,Tacoignières - Richebourg,Sains-du-Nord,Pontanevaux
BASE065774,Trajet Ballancourt-sur-Essonne Nice Saint-Augustin École-Valentin,TRIP,FRENCH,Ballancourt-sur-Essonne,École-Valentin,Nice Saint-Augustin
BASE053946,Vers Saint-Maurice-de-Beynost,TRIP,FRENCH,,Saint-Maurice-de-Beynost,
BASE054430,Direct Penne-d'Agenais,TRIP,FRENCH,,Penne-d'Agenais,
BASE091759,Je voudrais,NOT_TRIP,FRENCH,,,
BASE084939,Mon chat s'appelle Brest,NOT_TRIP,FRENCH,,,
BASE099269,xyz,UNKNOWN,UNKNOWN,,,
BASE025033,Voila voila de Gaillac a Selles-sur-Cher,TRIP,FRENCH,Gaillac,Selles-sur-Cher,
BASE012499,Je voyage de Brest a Jouy-en-Josas,TRIP,FRENCH,Brest,Jouy-en-Josas,
BASE089512,Tu es une IA,NOT_TRIP,FRENCH,,,
BASE031297,Enterrement a Villefranche - Vernet-les-Bains depuis Menars,TRIP,FRENCH,Menars,Villefranche - Vernet-les-Bains,
BASE054046,Dole Avignon Centre,TRIP,FRENCH,Dole,Avignon Centre,
BASE081575,C'est pas terrible,NOT_TRIP,FRENCH,,,
BASE079376,Hello,NOT_TRIP,FRENCH,,,
BASE081731,Ou est le cafe,NOT_TRIP,FRENCH,,,
BASE078441,Tu fais quoi,NOT_TRIP,FRENCH,,,
BASE033307,C'est possible d'aller de Auffay a Marbache,TRIP,FRENCH,Auffay,Marbache,
BASE079104,Je suis perdu,NOT_TRIP,FRENCH,,,
BASE024960,Moi je vais de Ponthierry - Pringy a Mont-Dauphin - Guillestre,TRIP,FRENCH,Ponthierry - Pringy,Mont-Dauphin - Guillestre,
BASE029738,Euh billet Faremoutiers - Pommeuse Kogenheim,TRIP,FRENCH,Faremoutiers - Pommeuse,Kogenheim,
BASE003185,Mariage a Pontmort je pars de Petit Jouy - Les Loges,TRIP,FRENCH,Petit Jouy - Les Loges,Pontmort,
BASE050624,Jœuf vers Tessonnières,TRIP,FRENCH,Jœuf,Tessonnières,
BASE080047,C'est scandaleux,NOT_TRIP,FRENCH,,,
BASE061403,Bonjour je voudrais aller de Les Pavillons-sous-Bois a Saint-Marcel en Dombes en passant par Sainte-Marthe en Provence,TRIP,FRENCH,Les Pavillons-sous-Bois,Saint-Marcel en Dombes,Sainte-Marthe en Provence
BASE080230,Merci,NOT_TRIP,FRENCH,,,
BASE050841,Vers Couiza-Montazels,TRIP,FRENCH,,Couiza-Montazels,
BASE093295,Troyes est un prenom original,NOT_TRIP,FRENCH,,,
