sentence_id,sentence,intent,language,departure,destination,intermediate
STT070785,Comment ca va,NOT_TRIP,FRENCH,,,
STT043536,Je veux me rendre a Kurtzenhouse en partant de Laragne-Montéglin,TRIP,FRENCH,Laragne-Montéglin,Kurtzenhouse,
STT067160,Ein Ticket von Voivres-lès-le-Mans nach Xertigny,TRIP,GERMAN,Voivres-lès-le-Mans,Xertigny,
STT082964,A quelle voie,NOT_TRIP,FRENCH,,,
STT097630,aaaaaaaa,UNKNOWN,UNKNOWN,,,
STT056674,What's the best way from Brunoy to Bruges,TRIP,ENGLISH,Brunoy,Bruges,
STT062668,I need to go from Lozanne to Marseille Saint-Charles passing through Farschviller,TRIP,ENGLISH,Lozanne,Marseille Saint-Charles,Farschviller
STT077723,Nancy donc est tu vois ma alors soeur,NOT_TRIP,FRENCH,,,
STT027008,Excusez-moi de Loriol-sur-Drôme donc a Belleville sur Sâone,TRIP,FRENCH,Loriol-sur-Drôme,Belleville sur Sâone,
STT002098,Bédarrides Loriol-sur-Drôme,TRIP,FRENCH,Bédarrides,Loriol-sur-Drôme,
STT001279,Faut que j'aille a entfin Mundolsheim,TRIP,FRENCH,,Mundolsheim,
STT015127,TGV voila...,TRIP,FRENCH,,Saint-Victurnien,
STT068437,Per favore da Ceilhes - Roqueredonde a Saint-Georges-de-Luzençon,TRIP,ITALIAN,Ceilhes - Roqueredonde,Saint-Georges-de-Luzençon,
STT090329,Excuse me,NOT_TRIP,ENGLISH,,,
STT081013,De rien,NOT_TRIP,FRENCH,,,
STT054393,"Je pars de Marbache, je passe par Écouflant et j'arrive a Viviez -, Decazeville",TRIP,FRENCH,Marbache,Viviez - Decazeville,Écouflant
STT093427,Adios,NOT_TRIP,SPANISH,,,
STT032663,J'ai une reunion a Grésy-sur-Isère depuis Messac - Guipry,TRIP,FRENCH,Messac - Guipry,Grésy-sur-Isère,
STT067027,Fahrt von Périgueux nach Alençon,TRIP,GERMAN,Périgueux,Alençon,
STT051637,Trajet Graffenwald Sausset-les-Pins Boisset,TRIP,FRENCH,Graffenwald,Boisset,Sausset-les-Pins
STT026218,Je vais voir ma famille a Saint-Savinien de Nanterre Université,TRIP,FRENCH,Nanterre Université,Saint-Savinien,
STT054232,Demain de Batz-sur-Mer a Rassuen via Pontcharra sur Bréda,TRIP,FRENCH,Batz-sur-Mer,Rassuen,Pontcharra sur Bréda
STT061008,Moyeuvre-Grande to Chapeauroux please,TRIP,ENGLISH,Moyeuvre-Grande,Chapeauroux,
STT053193,Billet La Crau Étampes via Alès,TRIP,FRENCH,La Crau,Étampes,Alès
STT003258,Week-end a Les Grésillons depuis Saintes,TRIP,FRENCH,Saintes,Les Grésillons,
STT036639,vacances de boisleux-au-mont a blanquefort,TRIP,FRENCH,Boisleux-au-Mont,Blanquefort,
STT050920,Moosch puis Gevrey-Chambertin puis Voutré,TRIP,FRENCH,Moosch,Voutré,Gevrey-Chambertin
STT082121,Le train est annule,NOT_TRIP,FRENCH,,,
STT008373,Direction Bar-le-Duc,TRIP,FRENCH,,Bar-le-Duc,
STT014836,je voyage de voutré a saint-pé-de-bigorre,TRIP,FRENCH,Voutré,Saint-Pé-de-Bigorre,
STT049652,Je veux passer par Masseret pour aller de Turenne a Dammartin - Juilly - Saint-Mard,TRIP,FRENCH,Turenne,Dammartin - Juilly - Saint-Mard,Masseret
STT064558,Salida Nouan-le-Fuzelier llegada Pérenchies,TRIP,SPANISH,Nouan-le-Fuzelier,Pérenchies,
STT007061,Mon rdv est a Strasbourg je pars de Saint-Jodard,TRIP,FRENCH,Saint-Jodard,Strasbourg,
STT096363,Je voudrais aller de Par...,UNKNOWN,UNKNOWN,,,
STT048135,Je veux passer par Vrigne-Meuse pour aller de Mérens-les-Vals a Phalempin,TRIP,FRENCH,Mérens-les-Vals,Phalempin,Vrigne-Meuse
STT070502,Je prefere le train,NOT_TRIP,FRENCH,,,
STT009778,Tranquille Mennessis vers Saint-Lô,TRIP,FRENCH,Mennessis,Saint-Lô,
STT069622,Train de Maromme to Saint-Jodard,TRIP,UNKNOWN,Maromme,Saint-Jodard,
STT043368,Je peux avoir un billet de Sous le Bois a Barr,TRIP,FRENCH,Sous le Bois,Barr,
STT048865,Demain de Bruz a Saint-Germain-du-Puy via Mouchard,TRIP,FRENCH,Bruz,Saint-Germain-du-Puy,Mouchard
STT025459,J'ai besoin d'aller de Bourgneuf-en-Retz a Laval-de-Cère,TRIP,FRENCH,Bourgneuf-en-Retz,Laval-de-Cère,
STT051439,Je voudrais euh de Caulnes a L'Isthme via Nemours - Saint-Pierre,TRIP,FRENCH,Caulnes,L'Isthme,Nemours - Saint-Pierre
STT099213,mmmmm,UNKNOWN,UNKNOWN,,,
STT065321,Saint-Mathurin-sur-Loire luego Le Lioran luego Bons-en-Chablais,TRIP,SPANISH,Saint-Mathurin-sur-Loire,Bons-en-Chablais,Le Lioran
STT011414,Aller a Capdenac,TRIP,FRENCH,,Capdenac,
STT049193,Bonjour genre je voudrais aller ben de Rothau a Chamelet en hein passant par Vayres,TRIP,FRENCH,Rothau,Chamelet,Vayres
STT097061,Un train de...,UNKNOWN,UNKNOWN,,,
STT025971,Le moins cher de La Hutte Coulombiers a Thionville,TRIP,FRENCH,La Hutte Coulombiers,Thionville,
STT001593,"En direction de, Aubie - Saint-Antoine",TRIP,FRENCH,,Aubie - Saint-Antoine,
STT090195,Goodbye,NOT_TRIP,ENGLISH,,,
STT082746,Je voyage,NOT_TRIP,FRENCH,,,
STT079691,Nancy est ma soeur,NOT_TRIP,FRENCH,,,
STT070806,Mon train a du retard,NOT_TRIP,FRENCH,,,
STT063589,Necesito ir de Strazeele a Herchies,TRIP,SPANISH,Strazeele,Herchies,
STT008987,Quel train de Nieul a Appilly ?,TRIP,FRENCH,Nieul,Appilly,
STT051003,Ben Auvers-sur-Oise puis Montataire puis *bruit* La Possonnière,TRIP,FRENCH,Auvers-sur-Oise,La Possonnière,Montataire
STT033330,Pour le travail je dois aller de Cuinchy a Aubrives,TRIP,FRENCH,Cuinchy,Aubrives,
STT040260,Dis donc Saint-Bonnet-de-Rochefort a Vieux-Thann Zone Industrielle,TRIP,FRENCH,Saint-Bonnet-de-Rochefort,Vieux-Thann Zone Industrielle,
STT005703,Bordel je dois aller de Fleurville - Pont-de-Vaux a Toulon Sainte-Musse,TRIP,FRENCH,Fleurville - Pont-de-Vaux,Toulon Sainte-Musse,
STT040877,Vite a Vauxaillon depuis Orry-la-Ville - Coye,TRIP,FRENCH,Orry-la-Ville - Coye,Vauxaillon,
STT090585,Hello,NOT_TRIP,ENGLISH,,,
STT036097,Le plus rapide de Ablon-sur-Seine a Éguzon-Chantôme,TRIP,FRENCH,Ablon-sur-Seine,Éguzon-Chantôme,
STT088453,Quel temps fait-il,NOT_TRIP,FRENCH,,,
STT080794,Wifi [annonce] gratuit,NOT_TRIP,FRENCH,,,
STT059793,Reserve from Valenciennes to Neuville-sur-Sarthe,TRIP,ENGLISH,Valenciennes,Neuville-sur-Sarthe,
STT003549,Vite un train de Alençon a La Souterraine.,TRIP,FRENCH,Alençon,La Souterraine,
STT024741,Nous on part de Iwuy pour Chantonnay,TRIP,FRENCH,Iwuy,Chantonnay,
STT045420,Je veux euh aller de Cravant - Bazarnes a Nogent - Le Perreux,TRIP,FRENCH,Cravant - Bazarnes,Nogent - Le Perreux,
STT071411,Desole,NOT_TRIP,FRENCH,,,
STT063963,Reservar de Varetz a Le Cendre - Orcet,TRIP,SPANISH,Varetz,Le Cendre - Orcet,
STT028440,Deplacement en fait pro genre Laroque-Timbaut quoi Saint-Cyprien,TRIP,FRENCH,Laroque-Timbaut,Saint-Cyprien,
STT065392,Villepinte a Saint-Malo con parada en Mâcon Loché TGV,TRIP,SPANISH,Villepinte,Saint-Malo,Mâcon Loché TGV
STT084008,Ca va bien,NOT_TRIP,FRENCH,,,
STT038641,Le meilleur trajet de Landerneau a Nozières - Brignon,TRIP,FRENCH,Landerneau,Nozières - Brignon,
STT030679,duree du trajet saint-mammès a montigny - beauchamp,TRIP,FRENCH,Saint-Mammès,Montigny - Beauchamp,
STT034146,Alors euh Boulazac genre à Moirans La euh Galifette,TRIP,FRENCH,Boulazac,Moirans La Galifette,
STT084856,La mer a Nice est belle,NOT_TRIP,FRENCH,,,
STT094408,Bitte,NOT_TRIP,GERMAN,,,
STT098019,*bruit*,UNKNOWN,UNKNOWN,,,
STT027978,visite à quoi cattenières je pars de bon hombourg-budange,TRIP,FRENCH,Hombourg-Budange,Cattenières,
STT033802,Je dois me rendre a Sarrebourg,TRIP,FRENCH,,Sarrebourg,
STT074851,Le train est annule,NOT_TRIP,FRENCH,,,
STT025983,Combien de temps quoi de Véretz - Montlouis genre a enfin Pernes - Camblain,TRIP,FRENCH,Véretz - Montlouis,Pernes - Camblain,
STT043550,faut Y Aller de rémilly a Joncet,TRIP,FRENCH,Rémilly,Joncet,
STT078874,Voie,NOT_TRIP,FRENCH,,,
STT036712,Je voudrais euh enfin de Servas - Lent a Saint-Fons,TRIP,FRENCH,Servas - Lent,Saint-Fons,
STT045232,A qoi quelle hein heure le trein de crouy-sur-ourcq a bant tricot,TRIP,FRENCH,Crouy-sur-Ourcq,Tricot,
STT096698,De Lyo...,UNKNOWN,UNKNOWN,,,
STT017289,"Vite fait, Lamarche Embrun",TRIP,FRENCH,Lamarche,Embrun,
STT079074,il neige a grenoble,NOT_TRIP,FRENCH,,,
STT055693,Demain de Boutigny-sur-Essonne a Campagnac - Saint-Geniez via Pont Cardinet,TRIP,FRENCH,Boutigny-sur-Essonne,Campagnac - Saint-Geniez,Pont Cardinet
STT052634,trajet pompadour achères grand cormier igny,TRIP,FRENCH,Pompadour,Igny,Achères Grand Cormier
STT062777,From Bordeaux Saint-Jean via Gournay - Ferrières to Dompierre-sur-Helpe,TRIP,ENGLISH,Bordeaux Saint-Jean,Dompierre-sur-Helpe,Gournay - Ferrières
STT013574,Depuis Avenay jusqu'a Rungis La Fraternelle,TRIP,FRENCH,Avenay,Rungis La Fraternelle,
STT004406,Je pars de Boussens et je vais a Montfort-l'Amaury - Méré,TRIP,FRENCH,Boussens,Montfort-l'Amaury - Méré,
STT026254,Cap enfin enfin sur hum Aubin-Saint-Vaast,TRIP,FRENCH,,Aubin-Saint-Vaast,
STT055066,Je veux passer par Lillers pour aller de Vonnas a Maisons-Laffitte,TRIP,FRENCH,Vonnas,Maisons-Laffitte,Lillers
STT005453,Il me faut un train de Bellenaves a Dourges,TRIP,FRENCH,Bellenaves,Dourges,
STT043321,Business trip de Buire-sur-l'Ancre a Fréteval - Morée,TRIP,FRENCH,Buire-sur-l'Ancre,Fréteval - Morée,
STT022836,Genre Marmagne sous Creusot [coupure],TRIP,FRENCH,Marmagne sous Creusot,Wilwisheim,
STT012598,Tranquille Saint-Romain-de-Popey vers [silence] Elne,TRIP,FRENCH,Saint-Romain-de-Popey,Elne,
STT028335,Ouais en fait donc tu vois Cheilly-lès-Maranges a en fait Lezennes,TRIP,FRENCH,Cheilly-lès-Maranges,Lezennes,
STT014167,Je je voudrais de Baule a Valence,TRIP,FRENCH,Baule,Valence,
STT043093,"Comment, y aller de ouais Lardy a Sainte-Colombe",TRIP,FRENCH,Lardy,Sainte-Colombe,
STT083607,Qui es-tu,NOT_TRIP,FRENCH,,,
STT068221,Come arrivo da Sallaumines a Sarlat-la-Canéda,TRIP,ITALIAN,Sallaumines,Sarlat-la-Canéda,
STT035606,... Week-end a Solliès-Pont depuis Gargenville,TRIP,FRENCH,Gargenville,Solliès-Pont,
STT041654,Oui oui Les Coquetiers a Le Toec,TRIP,FRENCH,Les Coquetiers,Le Toec,
STT029637,Je vous remercie de---,TRIP,FRENCH,Saint-Erme-Outre-et-Ramecourt,Chauny,
STT065384,Corseul - Languenan luego Roeschwoog luego Salon-de-Provence,TRIP,SPANISH,Corseul - Languenan,Salon-de-Provence,Roeschwoog
STT074654,Aujourd'hui,NOT_TRIP,FRENCH,,,
STT018086,Direct Stephansfeld,TRIP,FRENCH,,Stephansfeld,
STT014833,Rapifrom Colombes a Saint-Pierre-le-Moûtier,TRIP,FRENCH,Colombes,Saint-Pierre-le-Moûtier,
STT080876,Gare,NOT_TRIP,FRENCH,,,
STT037765,Merci bon de me hum trouver un trajet de Sarre-Union a La Grande-Paroisse,TRIP,FRENCH,Sarre-Union,La Grande-Paroisse,
STT034422,Je souhaiterais me rendre de Razac-sur-l'Isle a Marseillan Plage,TRIP,FRENCH,Razac-sur-l'Isle,Marseillan Plage,
STT059011,Can I get a train from Montreuil sur Mer to Solliès-Pont,TRIP,ENGLISH,Montreuil sur Mer,Solliès-Pont,
STT052223,Savy-Bezlette Puteaux via ouais Groisy - Thorants-Glières,TRIP,FRENCH,Savy-Berlette,Puteaux,Groisy - Thorens-Glières
STT094484,Tschuss,NOT_TRIP,GERMAN,,,
STT056150,Ennevelin to Pezou,TRIP,ENGLISH,Ennevelin,Pezou,
STT073122,C'est nul,NOT_TRIP,FRENCH,,,
STT063639,Un pasaje de Ranguin a Châtellerault,TRIP,SPANISH,Ranguin,Châtellerault,
STT082639,J'aime les trains,NOT_TRIP,FRENCH,,,
STT080321,La mer a Nice est belle,NOT_TRIP,FRENCH,,,
STT067878,Zug von La Ciotat - Ceyreste nach Lurbe-Saint-Christau uber Tain-l'Hermitage - Tournon,TRIP,GERMAN,La Ciotat - Ceyreste,Lurbe-Saint-Christau,Tain-l'Hermitage - Tournon
STT032177,J'aimerais bon aller de Dijon a Trégonneau donc - Squiffiec,TRIP,FRENCH,Dijon,Trégonneau - Squiffiec,
STT056952,A ticket from Dormans to Plaisir - Les Clayes,TRIP,ENGLISH,Dormans,Plaisir - Les Clayes,
STT075943,Le vin de Bordeaux est bon,NOT_TRIP,FRENCH,,,
STT029135,Maintenant de Virieu sur Bourbre a Pierrelatte,TRIP,FRENCH,Virieu sur Bourbre,Pierrelatte,
STT081925,J'adore voyager,NOT_TRIP,FRENCH,,,
STT002821,Donc voila euh de Houdan a Bischwiller,TRIP,FRENCH,Houdan,Bischwiller,
STT040557,"Urgent de quoi La, [silence] bah Villette Saint-Prest a genre Château-Arnoux-Saint-Auban",TRIP,FRENCH,La Villette Saint-Prest,Château-Arnoux-Saint-Auban,
STT070628,Vive le train,NOT_TRIP,FRENCH,,,
STT030365,Euh attendez La Celle-Saint-Cloud a Port-de-Piles,TRIP,FRENCH,La Celle-Saint-Cloud,Port-de-Piles,
STT034474,Euh en fait de Le Péage-de-Roussillon a Nogent-sur-Vernisson,TRIP,FRENCH,Le Péage-de-Roussillon,Nogent-sur-Vernisson,
STT044365,Ca coute combien Aubusson Ossès - Saint-Martin-d'Arrossa,TRIP,FRENCH,Aubusson,Ossès - Saint-Martin-d'Arrossa,
STT031735,Je veux euh aller de Le Stade a Marcelcave,TRIP,FRENCH,Le Stade,Marcelcave,
STT053604,Je veux faire Givet La Roche-Maurice Port-Sainte-Marie,TRIP,FRENCH,Givet,Port-Sainte-Marie,La Roche-Maurice
STT079966,Quoi,NOT_TRIP,FRENCH,,,
STT036857,uN billet De appilly a Leval,TRIP,FRENCH,Appilly,Leval,
STT008105,"Train de Port-Saint-Père - Saint-Mars a Kilstett,",TRIP,FRENCH,Port-Saint-Père - Saint-Mars,Kilstett,
STT097566,mmmmm,UNKNOWN,UNKNOWN,,,
STT036078,Billet Villers-Cotterêts Fougeré,TRIP,FRENCH,Villers-Cotterêts,Fougeré,
STT095586,a,UNKNOWN,UNKNOWN,,,
STT046146,Depuis Pas des euh Lanciers jusqu'a donc Chauffailles,TRIP,FRENCH,Pas des Lanciers,Chauffailles,
STT032490,ssi possible ...,TRIP,FRENCH,Druye,Ria-Sirach,
STT006702,Visite a Donjeux je pars de La Souterraine,TRIP,FRENCH,La Souterraine,Donjeux,
STT094215,Hallo,NOT_TRIP,GERMAN,,,
STT085633,J'ai mange a Tours hier,NOT_TRIP,FRENCH,,,
STT088812,Tu comprends,NOT_TRIP,FRENCH,,,
STT032816,Par ou passer de Porte de Clichy a Les Noues,TRIP,FRENCH,Porte de Clichy,Les Noues,
STT089194,Trajet,NOT_TRIP,FRENCH,,,
STT058069,Book a ticket from Romorantin-Lanthenay to Bully - Grenay,TRIP,ENGLISH,Romorantin-Lanthenay,Bully - Grenay,
STT018729,Allez Erdre Active Waligator Parc,TRIP,FRENCH,Erdre Active,Waligator Parc,
STT030197,Un un train de Aigrefeuille le Thou a Gandrange - Amnéville,TRIP,FRENCH,Aigrefeuille le Thou,Gandrange - Amnéville,
STT089734,Je voudrais,NOT_TRIP,FRENCH,,,
STT031790,Je veux allez de La Roche-sur-Yont a Cacel,TRIP,FRENCH,La Roche-sur-Yon,Cassel,
STT025038,Aujourd'hui Savigny-le-Temple - Nandy vers Bailleul,TRIP,FRENCH,Savigny-le-Temple - Nandy,Bailleul,
STT078674,Mon train a du retard,NOT_TRIP,FRENCH,,,
STT034463,Voila voila de Nançois - Tronville a Crouy-sur-Ourcq,TRIP,FRENCH,Nançois - Tronville,Crouy-sur-Ourcq,
STT073781,Dijon c'est la moutarde,NOT_TRIP,FRENCH,,,
STT091679,Where is the exit,NOT_TRIP,ENGLISH,,,
STT002810,La je voudrais partir de Serqueux pour Albens,TRIP,FRENCH,Serqueux,Albens,
STT035056,Bref Aguilcourt - Variscourt a La Croix de Méan,TRIP,FRENCH,Aguilcourt - Variscourt,La Croix de Méan,
STT018808,En gros Lavaveix-les-Mines a Poix-de-Picardie,TRIP,FRENCH,Lavaveix-les-Mines,Poix-de-Picardie,
STT049072,De Nice à Bouchain en passant passant par Hazebrouck,TRIP,FRENCH,Nice,Bouchain,Hazebrouck
STT081495,Aucune idee,NOT_TRIP,FRENCH,,,
STT097647,... et voila,UNKNOWN,UNKNOWN,,,
STT098705,lorem ipsum,UNKNOWN,UNKNOWN,,,
STT021376,Chanteloup-les-Vignes vers Foëcy,TRIP,FRENCH,Chanteloup-les-Vignes,Foëcy,
STT049803,Je veux hein passer par Dreux pour aller de Bailleau-le-Pin hein a Crépy-en-Valois,TRIP,FRENCH,Bailleau-le-Pin,Crépy-en-Valois,Dreux
STT014866,Bonsoir de Cramoisy a Le Bras de Fer,TRIP,FRENCH,Cramoisy,Le Bras de Fer,
STT073733,Bonjour,NOT_TRIP,FRENCH,,,
STT048499,C'est possible de passer par Calais pour aller de Monsempron-Libos a Traou Nez,TRIP,FRENCH,Monsempron-Libos,Traou Nez,Calais
STT096522,De Lyo...,UNKNOWN,UNKNOWN,,,
STT075455,Ou est le guichet,NOT_TRIP,FRENCH,,,
STT027352,Aller a Langeac pour hum les bon vacances de Cousance,TRIP,FRENCH,Cousance,Langeac,
STT022468,De Saint-Étienne-de-Montluc jusqu'a Pont-de-Buis,TRIP,FRENCH,Saint-Étienne-de-Montluc,Pont-de-Buis,
STT075450,Intercites,NOT_TRIP,FRENCH,,,
STT053286,C'est possible de passer par Vorey pour aller de Brignoud a La Rivière de Mansac,TRIP,FRENCH,Brignoud,La Rivière de Mansac,Vorey
STT093453,Buenos dias,NOT_TRIP,SPANISH,,,
STT088483,Vive le train,NOT_TRIP,FRENCH,,,
STT086713,Aujourd'hui,NOT_TRIP,FRENCH,,,
STT033492,C'est possible d'aller de Amagne - Lucquy a Paimpol,TRIP,FRENCH,Amagne - Lucquy,Paimpol,
STT013758,Bonjour je... je voudrais aller de pons a mont-de-marsan,TRIP,FRENCH,Pons,Mont-de-Marsan,
STT094764,Come funziona,NOT_TRIP,ITALIAN,,,
STT071712,Rennes me manque,NOT_TRIP,FRENCH,,,
STT018802,Moi j'vais de Saint-Saturnin-lès-Avignon a Villedieu-les-Poêles,TRIP,FRENCH,Saint-Saturnin-lès-Avignon,Villedieu-les-Poêles,
STT056518,Traveling from Lexos to Saint-Léonard-de-Noblat,TRIP,ENGLISH,Lexos,Saint-Léonard-de-Noblat,
STT003922,Serait-il possible d'avoir un train de Voutré a Langon,TRIP,FRENCH,Voutré,Langon,
STT081815,Albert est mon cousin,NOT_TRIP,FRENCH,,,
STT091729,Excuse me,NOT_TRIP,ENGLISH,,,
STT022598,Je pars de Lannemezan,TRIP,FRENCH,Lannemezan,Balagny Saint-Épin,
STT086352,Ou deposer mes valises,NOT_TRIP,FRENCH,,,
STT039873,Bref Bagneaux-sur-Loing a Plougonver,TRIP,FRENCH,Bagneaux-sur-Loing,Plougonver,
STT098865,De Lyo...,UNKNOWN,UNKNOWN,,,
STT018095,direction aPacH au depart de woippY,TRIP,FRENCH,Woippy,Apach,
STT061572,Round trip from Ozoir-la-Ferrière to Saint-Blaise-la-Roche Poutay,TRIP,ENGLISH,Ozoir-la-Ferrière,Saint-Blaise-la-Roche Poutay,
STT084960,C'etait bien mon week-end,NOT_TRIP,FRENCH,,,
STT077572,Partir,NOT_TRIP,FRENCH,,,
STT034205,Si possible de Nort-sur-Erdre a Imphy,TRIP,FRENCH,Nort-sur-Erdre,Imphy,
STT045273,"En gros Èze, a Crissé",TRIP,FRENCH,Èze,Crissé,
STT090064,I don't understand,NOT_TRIP,ENGLISH,,,
STT061401,Sainte-Colombe to Walbach please,TRIP,ENGLISH,Sainte-Colombe,Walbach,
STT072580,Hello,NOT_TRIP,FRENCH,,,
STT077135,N'oubliez pas de vous abonner. Les trains sont souvent en retard,NOT_TRIP,FRENCH,,,
STT023788,Bonjour un billet de Limoges Montjovis a Douzillac s'il vous plait,TRIP,FRENCH,Limoges Montjovis,Douzillac,
STT003691,Oui voila oui Ostricourt a La Fouillouse,TRIP,FRENCH,Ostricourt,La Fouillouse,
STT064673,Hay trenes de Paris Montparnasse a Batz-sur-Mer,TRIP,SPANISH,Paris Montparnasse,Batz-sur-Mer,
STT095342,Sous-titres par la communaute,UNKNOWN,UNKNOWN,,,
STT025563,Train de hum Flaxlanden a euh Le Poirier hein Université,TRIP,FRENCH,Flaxlanden,Le Poirier Université,
STT059363,Can I get a train from Nort-sur-Erdre to La Penne-sur-Huveaune,TRIP,ENGLISH,Nort-sur-Erdre,La Penne-sur-Huveaune,
STT057531,Is there a train from Marseille-en-Beauvaisis to Saint-Quentin-Fallavier,TRIP,ENGLISH,Marseille-en-Beauvaisis,Saint-Quentin-Fallavier,
STT056547,I'm going from Longueau to Gretz-Armainvilliers,TRIP,ENGLISH,Longueau,Gretz-Armainvilliers,
STT002117,Donc donc Diemeringen vers Baillargues,TRIP,FRENCH,Diemeringen,Baillargues,
STT073973,Salut,NOT_TRIP,FRENCH,,,
STT093646,No entiendo,NOT_TRIP,SPANISH,,,
STT082927,Je n'ai pas compris,NOT_TRIP,FRENCH,,,
STT056582,Round trip from Saint-Germain-sur-Ille to Sainte-Bazeille,TRIP,ENGLISH,Saint-Germain-sur-Ille,Sainte-Bazeille,
STT093635,Que hora es,NOT_TRIP,SPANISH,,,
STT077272,A bas les retards,NOT_TRIP,FRENCH,,,
STT038996,Hmm voyons Nointel - quoi Mours a Les Saules,TRIP,FRENCH,Nointel - Mours,Les Saules,
STT019905,Aller a Jonchery-sur-Vesle,TRIP,FRENCH,,Jonchery-sur-Vesle,
STT049228,Je voudrais aller de Trith-Saint-Léger a Saint-Nazaire en passant par Picquigny,TRIP,FRENCH,Trith-Saint-Léger,Saint-Nazaire,Picquigny
STT075512,Help,NOT_TRIP,FRENCH,,,
STT006136,[annonce] J'aimerais bien aller de Meursault a Héricourt,TRIP,FRENCH,Meursault,Héricourt,
