sentence_id,sentence,intent,language,departure,destination,intermediate
STT015194,J'aimerais un billet de Givet a Rosny-sur-Seine,TRIP,FRENCH,Givet,Rosny-sur-Seine,
STT076301,Je m'appelle Paris,NOT_TRIP,FRENCH,,,
STT091452,Good morning,NOT_TRIP,ENGLISH,,,
STT028633,Je veux euh aller de La Souterraine a Saint-Mammès,TRIP,FRENCH,La Souterraine,Saint-Mammès,
STT098226,Sous-titres par la communaute,UNKNOWN,UNKNOWN,,,
STT084487,Vive le train,NOT_TRIP,FRENCH,,,
STT054409,Comment aller de Arengosse a Bogny-sur-Meuse en passant par Saint-Florent-sur-Cher,TRIP,FRENCH,Arengosse,Bogny-sur-Meuse,Saint-Florent-sur-Cher
STT089984,Mon chat s'appelle Brest,NOT_TRIP,FRENCH,,,
STT063786,Reservar de Coarraze - Nay a Vergèze - Codognan,TRIP,SPANISH,Coarraze - Nay,Vergèze - Codognan,
STT002760,On va de Remiremont a Herrlisheim,TRIP,FRENCH,Remiremont,Herrlisheim,
STT062915,Train from Audruicq to Vittel via Gardanne,TRIP,ENGLISH,Audruicq,Vittel,Gardanne
STT095756,Vers Ma...,UNKNOWN,UNKNOWN,,,
STT082816,Nice de te rencontrer,NOT_TRIP,FRENCH,,,
STT026628,vacances de pougues-les-eaux a paris austerlitz,TRIP,FRENCH,Pougues-les-Eaux,Paris Austerlitz,
STT072087,Genial,NOT_TRIP,FRENCH,,,
STT053545,Bonjour je voudrais aller de Andelot-en-Montagne a Labruguière en passant par Peyrilhac - Saint-Jouvent,TRIP,FRENCH,Andelot-en-Montagne,Labruguière,Peyrilhac - Saint-Jouvent
STT011174,Je souhaite go de Salomé a Lépin-le-Lac - La Bauche,TRIP,FRENCH,Salomé,Lépin-le-Lac - La Bauche,
STT055644,"Je pars de Rosières-aux-Salines, je passe par Aigues-Mortes et j'arrive a Chambéry - Challes-les-Eaux",TRIP,FRENCH,Rosières-aux-Salines,Chambéry - Challes-les-Eaux,Aigues-Mortes
STT002347,Je me rends a Entzheim Aéroport depuis la La Souterraine,TRIP,FRENCH,La Souterraine,Entzheim Aéroport,
STT050756,"Comment aller de Villetaneuse Université a, Saint-Amand-Montrond - Orval en passant par Morcenx",TRIP,FRENCH,Villetaneuse Université,Saint-Amand-Montrond - Orval,Morcenx
STT093705,Adios,NOT_TRIP,SPANISH,,,
STT047005,Je vais a bonneville depuis sainte-gauburge,TRIP,FRENCH,Sainte-Gauburge,Bonneville,
STT096745,[inaudible],UNKNOWN,UNKNOWN,,,
STT092804,I don't understand,NOT_TRIP,ENGLISH,,,
STT011644,M'faut un train de Trie-Château a La Mothe-Achard,TRIP,FRENCH,Trie-Château,La Mothe-Achard,
STT006542,bah euh saaintt-lothain [silence] a étampes quoi,TRIP,FRENCH,Saint-Lothain,Étampes,
STT098361,qwerty,UNKNOWN,UNKNOWN,,,
STT035586,Putain faut y aller de Rosières-en-Santerre a Soissons,TRIP,FRENCH,Rosières-en-Santerre,Soissons,
STT022406,Prendre le train de Elne a Chauny,TRIP,FRENCH,Elne,Chauny,
STT011159,Le plus voila rapide de Nant...,TRIP,FRENCH,Nantes,Génelard,
STT065892,Nach Grésy-sur-Aix von Bailly,TRIP,GERMAN,Bailly,Grésy-sur-Aix,
STT050982,Y a-t-il un train de Poissy a Villefranque via La Valbonne,TRIP,FRENCH,Poissy,Villefranque,La Valbonne
STT040408,Nous on part de Castres pour La Teste-de-Buch,TRIP,FRENCH,Castres,La Teste-de-Buch,
STT010612,C'est euh de hmm Mareil-Marly a voila Nerpuy,TRIP,FRENCH,Mareil-Marly,Nerpuy,
STT020863,"Un un train de Daours a Ancy-sur-Moselle,",TRIP,FRENCH,Daours,Ancy-sur-Moselle,
STT076421,Je ne sais pas,NOT_TRIP,FRENCH,,,
STT099256,@#$%,UNKNOWN,UNKNOWN,,,
STT050874,Aller de Rognac a Magnac - Vicq avec un arret a Saint-Ay,TRIP,FRENCH,Rognac,Magnac - Vicq,Saint-Ay
STT065437,Quiero ir de Nonant-le-Pin a Fontaines-d'Ozillac via Limersheim,TRIP,SPANISH,Nonant-le-Pin,Fontaines-d'Ozillac,Limersheim
STT074716,Au revoir,NOT_TRIP,FRENCH,,,
STT010461,Une reservation de Valence d'Agen a Avranches,TRIP,FRENCH,Valence d'Agen,Avranches,
STT026624,Il me faut un train de Pleudihen-sur-Rance a Savigny-sur-Orge,TRIP,FRENCH,Pleudihen-sur-Rance,Savigny-sur-Orge,
STT002470,Alors alors Les Vallées a Bois-d'Oingt - Légny,TRIP,FRENCH,Les Vallées,Bois-d'Oingt - Légny,
STT085454,Tu parles anglais,NOT_TRIP,FRENCH,,,
STT097766,qwerty,UNKNOWN,UNKNOWN,,,
STT008785,Un billet pour Mézériat,TRIP,FRENCH,,Mézériat,
STT025900,J'ai besoin d'aller de Conches-en-Ouche a Dardilly Les Mouilles,TRIP,FRENCH,Conches-en-Ouche,Dardilly Les Mouilles,
STT091524,Hi,NOT_TRIP,ENGLISH,,,
STT078638,Le vin de Bordeaux est bon,NOT_TRIP,FRENCH,,,
STT073534,J'adore voyager,NOT_TRIP,FRENCH,,,
STT062369,Le Bras de Fer then Lyon Saint-Exupéry TGV then Nérondes,TRIP,ENGLISH,Le Bras de Fer,Nérondes,Lyon Saint-Exupéry TGV
STT040293,Detstinationd Latour-de-Carol - Enveitg,TRIP,FRENCH,,Latour-de-Carol - Enveitg,
STT054359,Pour le travail Metz a Maresquel-Ecquemicourt en passant par Ax-les-Thermes,TRIP,FRENCH,Metz,Maresquel-Ecquemicourt,Ax-les-Thermes
STT018414,quail train de staffelfelden a laragne-montéglin ?,TRIP,FRENCH,Staffelfelden,Laragne-Montéglin,
STT087379,Mon train est supprime,NOT_TRIP,FRENCH,,,
STT047229,C'est euh de Pompey a Montpon-Ménestérol,TRIP,FRENCH,Pompey,Montpon-Ménestérol,
STT001012,Serait-il pOssIble D'avoir un... un train dE villeFrANche-sur-mer a paris bercy bourgogne - payS d'auvergne,TRIP,FRENCH,Villefranche-sur-Mer,Paris Bercy Bourgogne - Pays d'Auvergne,
STT058743,Getting from Saint-Savinien to Champagne-sur-Seine,TRIP,ENGLISH,Saint-Savinien,Champagne-sur-Seine,
STT022310,Ca coute euh combien tu vois Grande-Synthe quoi Sarrebourg,TRIP,FRENCH,Grande-Synthe,Sarrebourg,
STT010536,Jœuf puis Longroy - Gamaches,TRIP,FRENCH,Jœuf,Longroy - Gamaches,
STT025116,On va de Jarrie - Vizille a Valergues - Lansargues,TRIP,FRENCH,Jarrie - Vizille,Valergues - Lansargues,
STT015300,Bon euh je pars de Écouen - Ézanville pour Escalquens,TRIP,FRENCH,Écouen - Ézanville,Escalquens,
STT006638,Hop Poissy a Les Portes de Saint-Cyr,TRIP,FRENCH,Poissy,Les Portes de Saint-Cyr,
STT080096,Ou est l'entree,NOT_TRIP,FRENCH,,,
STT045460,Enterrement a La Chaumusse - Fort-du-Plasne depuis Aiguebelle,TRIP,FRENCH,Aiguebelle,La Chaumusse - Fort-du-Plasne,
STT018012,C'est possible Corrèze Orange,TRIP,FRENCH,Corrèze,Orange,
STT034584,De Monte-Carlo Country Club jusqu'a La Ferté-Milon,TRIP,FRENCH,Monte-Carlo Country Club,La Ferté-Milon,
STT085808,Je n'ai pas compris,NOT_TRIP,FRENCH,,,
STT053193,Billet La Crau Étampes via Alès,TRIP,FRENCH,La Crau,Étampes,Alès
STT038487,Urgent de Villers-Saint-Sépulcre a Saint-Vit,TRIP,FRENCH,Villers-Saint-Sépulcre,Saint-Vit,
STT077357,Nice de te rencontrer,NOT_TRIP,FRENCH,,,
STT006406,Bah euh Brandérion a Landrecies quoi,TRIP,FRENCH,Brandérion,Landrecies,
STT072596,De rien,NOT_TRIP,FRENCH,,,
STT074489,C'est trop cher,NOT_TRIP,FRENCH,,,
STT006038,"le hein prochaIn bAh PouR gENre, bouaye",TRIP,FRENCH,,Bouaye,
STT031541,Le plus rapide de Bainville-sur-Madon a Les Bossons,TRIP,FRENCH,Bainville-sur-Madon,Les Bossons,
STT070804,TGV,NOT_TRIP,FRENCH,,,
STT094802,Come funziona,NOT_TRIP,ITALIAN,,,
STT040713,Bref Le Burg a Noyelles-sur-Mer,TRIP,FRENCH,Le Burg,Noyelles-sur-Mer,
STT059982,Can I get a train from Mulhouse-Dornach (Tram/Train) to Banyuls-sur-Mer,TRIP,ENGLISH,Mulhouse-Dornach (Tram/Train),Banyuls-sur-Mer,
STT088156,Arriver,NOT_TRIP,FRENCH,,,
STT098895,aaaaaaaa,UNKNOWN,UNKNOWN,,,
STT048855,En gros Pomas a Vorey via Étriché - Châteauneuf,TRIP,FRENCH,Pomas,Vorey,Étriché - Châteauneuf
STT042886,Genre je pars de Lentilly pour aller a Assat,TRIP,FRENCH,Lentilly,Assat,
STT069596,I need un train de Villeneuve-Loubet a Saint-Hilaire-de-Chaléons,TRIP,UNKNOWN,Villeneuve-Loubet,Saint-Hilaire-de-Chaléons,
STT006807,Faut que j'aille de Saint-Martin-du-Mont a Nuits sous Ravières,TRIP,FRENCH,Saint-Martin-du-Mont,Nuits sous Ravières,
STT091161,Can you help me,NOT_TRIP,ENGLISH,,,
STT038947,Le meilleur trajet de Hombourg-Haut a Poix-de-Picardie,TRIP,FRENCH,Hombourg-Haut,Poix-de-Picardie,
STT052366,De Crécy-la-Chapelle vers Viaduc Sainte-Marie avec correspondance a Saint-Denis-lès-Martel,TRIP,FRENCH,Crécy-la-Chapelle,Viaduc Sainte-Marie,Saint-Denis-lès-Martel
STT079989,A bientot,NOT_TRIP,FRENCH,,,
STT072399,Il pleut dehors,NOT_TRIP,FRENCH,,,
STT067877,Albens dann Barsac dann Moustéru,TRIP,GERMAN,Albens,Moustéru,Barsac
STT019275,Un p'tit train de Moissac a Les Moutiers-en-Retz,TRIP,FRENCH,Moissac,Les Moutiers-en-Retz,
STT061574,I need to travel from Saint-Mathurin-sur-Loire to Hargicourt - Pierrepont,TRIP,ENGLISH,Saint-Mathurin-sur-Loire,Hargicourt - Pierrepont,
STT097556,a,UNKNOWN,UNKNOWN,,,
STT025417,voila je veux enfin je voudrais aller de la levade a serqueux,TRIP,FRENCH,La Levade,Serqueux,
STT022803,Je veux aller de Kuntzig a Vaas,TRIP,FRENCH,Kuntzig,Vaas,
STT070934,Help,NOT_TRIP,FRENCH,,,
STT088310,Pouvez-vous m'aider,NOT_TRIP,FRENCH,,,
STT065167,De Saint-Raphaël Valescure a Bueil pasando por Jarville-la-Malgrange,TRIP,SPANISH,Saint-Raphaël Valescure,Bueil,Jarville-la-Malgrange
STT041153,Alors euh Ingwiller a Mâcon Loché TGV,TRIP,FRENCH,Ingwiller,Mâcon Loché TGV,
STT067881,La Gouesnière - Cancale - Saint-Méloir-des-Ondes dann Mulhouse Dornach dann Saint-Germain-sur-Ille,TRIP,GERMAN,La Gouesnière - Cancale - Saint-Méloir-des-Ondes,Saint-Germain-sur-Ille,Mulhouse Dornach
STT057779,Round trip from Montfort-le-Gesnois to Bollène La Croisière,TRIP,ENGLISH,Montfort-le-Gesnois,Bollène La Croisière,
STT020205,Je veux euh aller de Le Chénay Gagny a Nogent-sur-Vernisson,TRIP,FRENCH,Le Chénay Gagny,Nogent-sur-Vernisson,
STT067354,Eine Fahrkarte von Hoenheim Tram nach Pont de Rungis Aéroport d'Orly,TRIP,GERMAN,Hoenheim Tram,Pont de Rungis Aéroport d'Orly,
STT013392,Je vais jusqu'a en fait Saint-Saturnin-lès-Avignon,TRIP,FRENCH,,Saint-Saturnin-lès-Avignon,
STT029371,La semaine prochaine de Pont de Briques a Lalbenque - Fontanes,TRIP,FRENCH,Pont de Briques,Lalbenque - Fontanes,
STT073711,Le vin de Bordeaux est bon,NOT_TRIP,FRENCH,,,
STT027422,angers enfin saint-laud s'il genre vous ouais plait Thanks for watching.,TRIP,FRENCH,,Angers Saint-Laud,
STT046078,"Week-end a épinay-sur-orge depuis paris gare de, lyon",TRIP,FRENCH,Paris Gare de Lyon,Épinay-sur-Orge,
STT090991,Thank you,NOT_TRIP,ENGLISH,,,
STT098838,[silence],UNKNOWN,UNKNOWN,,,
STT025621,c'est euh de villetaneuse euh université a chabris,TRIP,FRENCH,Villetaneuse Université,Chabris,
STT088932,Destination,NOT_TRIP,FRENCH,,,
STT065688,Eine Fahrkarte von Massy - Verrières nach Blangy-sur-Bresle,TRIP,GERMAN,Massy - Verrières,Blangy-sur-Bresle,
STT086631,Ca va bien,NOT_TRIP,FRENCH,,,
STT083057,C'est super,NOT_TRIP,FRENCH,,,
STT039190,S'il vous plait 1 trajet de Morvillars a Cessieu,TRIP,FRENCH,Morvillars,Cessieu,
STT055890,Jet voudrais aller de Monttry - Condé a Mont-Dauphin - Guillestre en pasant par Dieulouard,TRIP,FRENCH,Montry - Condé,Mont-Dauphin - Guillestre,Dieulouard
STT037958,Faut que j'aille a Les Salelles,TRIP,FRENCH,,Les Salelles,
STT042336,C'est direct de Gerzat a Assat,TRIP,FRENCH,Gerzat,Assat,
STT039470,Bref Savenay a Ossès - Saint-Martin-d'Arrossa,TRIP,FRENCH,Savenay,Ossès - Saint-Martin-d'Arrossa,
STT066259,Ich fahre von Issé nach Saint-Nabord,TRIP,GERMAN,Issé,Saint-Nabord,
STT096118,Like and subscribe,UNKNOWN,UNKNOWN,,,
STT075130,le tra,NOT_TRIP,FRENCH,,,
